compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L3,__TILE__L0,__TILE__L1,__TILE__L3
05min 34sec,1032725 (4.413ms),107250 (9%),139348 (5%),868 (20%),618 (9%),0 (~0%),1,16,20,1,20,1,16,off,off,off,1,1,1
05min 21sec,1150807 (4.918ms),56841 (4%),69631 (2%),526 (12%),117 (1%),0 (~0%),1,16,16,1,1,1,16,off,off,off,1,1,1
05min 51sec,1086862 (4.645ms),39841 (3%),43033 (1%),526 (12%),82 (1%),0 (~0%),1,1,8,1,1,1,16,off,off,off,1,1,1
06min 09sec,945903 (4.042ms),110035 (9%),141845 (5%),868 (20%),672 (9%),0 (~0%),1,1,20,16,20,1,16,off,off,off,1,1,1
06min 34sec,965401 (4.126ms),117471 (9%),165736 (7%),868 (20%),592 (8%),0 (~0%),1,1,20,20,20,1,16,off,off,off,1,1,1
05min 53sec,941692 (4.024ms),70559 (5%),85199 (3%),768 (17%),386 (5%),0 (~0%),1,1,20,1,16,1,16,off,off,off,1,1,1
06min 05sec,1008703 (4.311ms),96102 (8%),106255 (4%),974 (22%),592 (8%),0 (~0%),8,1,20,1,20,1,16,off,off,off,1,1,1
06min 07sec,946682 (4.046ms),91080 (7%),99976 (4%),1120 (25%),506 (7%),0 (~0%),16,1,20,1,16,1,16,off,off,off,1,1,1
05min 13sec,1005652 (4.298ms),78548 (6%),105216 (4%),768 (17%),397 (5%),0 (~0%),1,16,20,1,16,1,16,off,off,off,1,1,1
06min 11sec,1119921 (4.786ms),105310 (8%),149618 (6%),868 (20%),592 (8%),0 (~0%),1,1,20,4,20,1,16,off,off,off,1,1,1
05min 53sec,948206 (4.052ms),81620 (6%),108446 (4%),768 (17%),466 (6%),0 (~0%),1,1,20,16,16,1,16,off,off,off,1,1,1
05min 29sec,925421 (3.955ms),96511 (8%),113635 (4%),868 (20%),576 (8%),0 (~0%),1,1,20,1,20,1,20,off,off,off,1,1,1
05min 41sec,928492 (3.968ms),71680 (6%),86415 (3%),768 (17%),370 (5%),0 (~0%),1,1,20,1,16,1,20,off,off,off,1,1,1
06min 03sec,993877 (4.247ms),95589 (8%),104798 (4%),1102 (25%),583 (8%),0 (~0%),16,1,20,1,20,1,20,off,off,off,1,1,1
06min 13sec,994356 (4.249ms),87896 (7%),99108 (4%),1106 (25%),497 (7%),0 (~0%),8,1,20,1,16,1,20,off,off,off,1,1,1
05min 05sec,985099 (4.21ms),100565 (8%),117242 (4%),854 (19%),586 (8%),0 (~0%),1,8,20,1,20,1,20,off,off,off,1,1,1
05min 03sec,959898 (4.102ms),74712 (6%),88749 (3%),754 (17%),365 (5%),0 (~0%),1,8,20,1,16,1,20,off,off,off,1,1,1
05min 49sec,928117 (3.966ms),106230 (8%),127009 (5%),868 (20%),664 (9%),0 (~0%),1,1,20,8,20,1,20,off,off,off,1,1,1
05min 50sec,930351 (3.976ms),107652 (9%),137268 (5%),868 (20%),664 (9%),0 (~0%),1,1,20,16,20,1,20,off,off,off,1,1,1
05min 38sec,929021 (3.97ms),110980 (9%),131440 (5%),1056 (24%),706 (10%),0 (~0%),1,1,20,1,25,1,20,off,off,off,1,1,1
06min 35sec,235421 (1.01ms),119927 (10%),120764 (5%),228 (5%),576 (8%),80 (8%),1,1,20,1,20,8,20,off,off,off,1,1,1
05min 46sec,303472 (1.302ms),95289 (8%),104650 (4%),1986 (45%),583 (8%),0 (~0%),20,1,20,1,20,8,20,off,off,off,1,1,1
06min 51sec,273525 (1.169ms),132921 (11%),135889 (5%),214 (4%),619 (9%),80 (8%),1,16,20,1,20,8,20,off,off,off,1,1,1
06min 46sec,240119 (1.031ms),128011 (10%),119748 (5%),242 (5%),596 (8%),80 (8%),1,1,25,1,20,8,20,off,off,off,1,1,1
07min 12sec,261001 (1.12ms),138306 (11%),168043 (7%),228 (5%),576 (8%),80 (8%),1,1,20,20,20,8,20,off,off,off,1,1,1
09min 45sec,186620 (0.804ms),151629 (12%),129914 (5%),868 (20%),576 (8%),0 (~0%),1,1,20,1,20,16,20,off,off,off,1,1,1
28min 12sec,177060 (0.76ms),214056 (18%),144030 (6%),854 (19%),576 (8%),0 (~0%),1,1,20,1,20,20,20,off,off,off,1,1,1
07min 05sec,231821 (0.995ms),132912 (11%),126450 (5%),228 (5%),601 (8%),80 (8%),1,1,20,1,20,8,25,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,20,1,20,8,20,off,flatten,off,1,1,1
06min 23sec,245877 (1.055ms),101405 (8%),111254 (4%),960 (22%),583 (8%),80 (8%),16,1,20,1,20,20,20,off,off,off,1,1,1
06min 12sec,246272 (1.057ms),99028 (8%),108663 (4%),948 (21%),583 (8%),80 (8%),20,1,20,1,20,20,20,off,off,off,1,1,1
06min 22sec,255477 (1.101ms),100750 (8%),110510 (4%),974 (22%),583 (8%),64 (6%),16,1,20,1,20,16,20,off,off,off,1,1,1
11min 04sec,221284 (0.946ms),167730 (14%),148242 (6%),854 (19%),655 (9%),0 (~0%),1,16,20,1,20,16,20,off,off,off,1,1,1
06min 32sec,233151 (0.996ms),113425 (9%),107482 (4%),840 (19%),520 (7%),0 (~0%),1,20,20,1,20,16,20,off,off,off,1,1,1
11min 34sec,191582 (0.819ms),162881 (13%),154059 (6%),868 (20%),664 (9%),0 (~0%),1,1,20,16,20,16,20,off,off,off,1,1,1
11min 11sec,212600 (0.916ms),170002 (14%),177197 (7%),868 (20%),576 (8%),0 (~0%),1,1,20,20,20,16,20,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,20,1,20,20,20,flatten,off,off,1,1,1
05min 56sec,255872 (1.103ms),98373 (8%),107919 (4%),962 (22%),583 (8%),64 (6%),20,1,20,1,20,16,20,off,off,off,1,1,1
05min 49sec,256868 (1.107ms),99113 (8%),110305 (4%),978 (22%),583 (8%),64 (6%),25,1,20,1,20,16,20,off,off,off,1,1,1
10min 47sec,217578 (0.93ms),161272 (13%),139483 (5%),854 (19%),655 (9%),0 (~0%),1,8,20,1,20,16,20,off,off,off,1,1,1
10min 22sec,212930 (0.918ms),161190 (13%),151480 (6%),854 (19%),561 (8%),0 (~0%),1,10,20,1,20,16,20,off,off,off,1,1,1
11min 00sec,187320 (0.807ms),150410 (12%),119571 (5%),892 (20%),560 (8%),0 (~0%),1,1,5,1,20,16,20,off,off,off,1,1,1
10min 10sec,186590 (0.804ms),150069 (12%),120513 (5%),882 (20%),560 (8%),0 (~0%),1,1,8,1,20,16,20,off,off,off,1,1,1
30min 10sec,357560 (1.535ms),220254 (18%),175071 (7%),854 (19%),576 (8%),0 (~0%),1,1,20,4,20,20,20,off,off,off,1,1,1
31min 47sec,179772 (0.768ms),223935 (18%),157922 (6%),854 (19%),664 (9%),0 (~0%),1,1,20,8,20,20,20,off,off,off,1,1,1
05min 56sec,257322 (1.104ms),104851 (8%),115737 (4%),840 (19%),583 (8%),80 (8%),2,1,20,1,20,20,20,off,off,off,1,1,1
05min 55sec,248434 (1.066ms),99752 (8%),111005 (4%),964 (22%),583 (8%),80 (8%),5,1,20,1,20,20,20,off,off,off,1,1,1
06min 02sec,246302 (1.057ms),100979 (8%),112135 (4%),960 (22%),583 (8%),80 (8%),8,1,20,1,20,20,20,off,off,off,1,1,1
29min 59sec,274900 (1.18ms),225809 (19%),214037 (9%),840 (19%),561 (8%),0 (~0%),1,5,20,1,20,20,20,off,off,off,1,1,1
27min 03sec,207644 (0.887ms),223850 (18%),153971 (6%),840 (19%),663 (9%),0 (~0%),1,8,20,1,20,20,20,off,off,off,1,1,1
29min 44sec,203380 (0.873ms),223639 (18%),165724 (7%),840 (19%),561 (8%),0 (~0%),1,10,20,1,20,20,20,off,off,off,1,1,1
31min 00sec,354260 (1.52ms),236986 (20%),286036 (12%),854 (19%),576 (8%),0 (~0%),1,1,20,5,20,20,20,off,off,off,1,1,1
31min 33sec,260820 (1.119ms),274898 (23%),346083 (14%),854 (19%),576 (8%),0 (~0%),1,1,20,10,20,20,20,off,off,off,1,1,1
05min 50sec,247268 (1.061ms),99768 (8%),111049 (4%),964 (22%),583 (8%),80 (8%),25,1,20,1,20,20,20,off,off,off,1,1,1
06min 36sec,248173 (1.061ms),111180 (9%),125152 (5%),960 (22%),671 (9%),80 (8%),16,1,20,8,20,20,20,off,off,off,1,1,1
29min 35sec,203380 (0.873ms),223639 (18%),165724 (7%),840 (19%),561 (8%),0 (~0%),1,10,20,1,20,20,20,off,off,off,1,1,1
32min 17sec,210756 (0.901ms),233195 (19%),167352 (7%),840 (19%),751 (10%),0 (~0%),1,8,20,8,20,20,20,off,off,off,1,1,1
31min 55sec,179772 (0.768ms),223935 (18%),157922 (6%),854 (19%),664 (9%),0 (~0%),1,1,20,8,20,20,20,off,off,off,1,1,1
30min 56sec,260820 (1.119ms),274898 (23%),346083 (14%),854 (19%),576 (8%),0 (~0%),1,1,20,10,20,20,20,off,off,off,1,1,1
30min 35sec,206052 (0.884ms),256722 (21%),277822 (11%),854 (19%),576 (8%),0 (~0%),1,1,20,25,20,20,20,off,off,off,1,1,1
32min 54sec,176028 (0.752ms),280407 (23%),350352 (14%),854 (19%),711 (10%),0 (~0%),1,1,20,8,20,20,25,off,off,off,1,1,1
05min 31sec,609839 (2.606ms),117596 (9%),136355 (5%),1774 (41%),718 (10%),0 (~0%),8,1,20,8,20,20,25,off,off,off,1,1,1
05min 37sec,610619 (2.609ms),115436 (9%),132079 (5%),1738 (40%),718 (10%),0 (~0%),10,1,20,8,20,20,25,off,off,off,1,1,1
05min 37sec,613966 (2.624ms),118114 (9%),135579 (5%),1774 (41%),718 (10%),0 (~0%),16,1,20,8,20,20,25,off,off,off,1,1,1
34min 00sec,361728 (1.546ms),288264 (24%),383196 (16%),854 (19%),712 (10%),0 (~0%),1,4,20,8,20,20,25,off,off,off,1,1,1
34min 22sec,358428 (1.532ms),304991 (25%),494157 (20%),854 (19%),712 (10%),0 (~0%),1,5,20,8,20,20,25,off,off,off,1,1,1
33min 47sec,207012 (0.885ms),292445 (24%),366679 (15%),854 (19%),814 (11%),0 (~0%),1,8,20,8,20,20,25,off,off,off,1,1,1
45min 29sec,174013 (0.744ms),269016 (22%),185142 (7%),1042 (24%),822 (12%),0 (~0%),1,1,20,8,25,20,25,off,off,off,1,1,1
36min 58sec,180315 (0.771ms),230160 (19%),141033 (5%),1266 (29%),522 (7%),0 (~0%),1,1,20,8,16,20,25,off,off,off,1,1,1
06min 22sec,610359 (2.608ms),126997 (10%),145547 (6%),1796 (41%),828 (12%),0 (~0%),10,1,20,8,25,20,25,off,off,off,1,1,1
06min 16sec,613944 (2.624ms),129599 (10%),148928 (6%),1832 (42%),828 (12%),0 (~0%),16,1,20,8,25,20,25,off,off,off,1,1,1
06min 00sec,611207 (2.612ms),117608 (9%),136063 (5%),1774 (41%),718 (10%),0 (~0%),4,1,20,8,20,20,25,off,off,off,1,1,1
49min 39sec,359513 (1.536ms),275608 (23%),207890 (8%),1042 (24%),823 (12%),0 (~0%),1,4,20,8,25,20,25,off,off,off,1,1,1
35min 30sec,207012 (0.885ms),292445 (24%),366679 (15%),854 (19%),814 (11%),0 (~0%),1,8,20,8,20,20,25,off,off,off,1,1,1
45min 41sec,255181 (1.095ms),278021 (23%),225389 (9%),1042 (24%),712 (10%),0 (~0%),1,1,20,10,25,20,25,off,off,off,1,1,1
45min 18sec,197441 (0.847ms),275932 (23%),216686 (9%),1042 (24%),712 (10%),0 (~0%),1,1,20,20,25,20,25,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,20,8,10,20,25,off,off,off,1,1,1
05min 42sec,609569 (2.605ms),129164 (10%),149795 (6%),1832 (42%),828 (12%),0 (~0%),8,1,20,8,25,20,25,off,off,off,1,1,1
05min 44sec,610619 (2.609ms),115436 (9%),132079 (5%),1738 (40%),718 (10%),0 (~0%),10,1,20,8,20,20,25,off,off,off,1,1,1
34min 12sec,210334 (0.899ms),293867 (24%),376938 (15%),854 (19%),814 (11%),0 (~0%),1,16,20,8,20,20,25,off,off,off,1,1,1
35min 23sec,206808 (0.884ms),300321 (25%),399426 (16%),854 (19%),712 (10%),0 (~0%),1,20,20,8,20,20,25,off,off,off,1,1,1
47min 13sec,176103 (0.753ms),270438 (22%),195401 (8%),1042 (24%),822 (12%),0 (~0%),1,1,20,16,25,20,25,off,off,off,1,1,1
33min 10sec,178134 (0.761ms),281829 (23%),360611 (15%),854 (19%),711 (10%),0 (~0%),1,1,20,16,20,20,25,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,20,8,20,25,25,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,20,8,25,20,25,off,flatten,off,1,1,1
05min 41sec,610489 (2.609ms),134108 (11%),154281 (6%),1682 (38%),828 (12%),0 (~0%),4,1,20,8,25,20,25,off,off,off,1,1,1
05min 37sec,609839 (2.606ms),117596 (9%),136355 (5%),1774 (41%),718 (10%),0 (~0%),8,1,20,8,20,20,25,off,off,off,1,1,1
05min 46sec,610619 (2.609ms),115436 (9%),132079 (5%),1738 (40%),718 (10%),0 (~0%),10,1,20,8,20,20,25,off,off,off,1,1,1
34min 08sec,206808 (0.884ms),300321 (25%),399426 (16%),854 (19%),712 (10%),0 (~0%),1,20,20,8,20,20,25,off,off,off,1,1,1
33min 47sec,210334 (0.899ms),293867 (24%),376938 (15%),854 (19%),814 (11%),0 (~0%),1,16,20,8,20,20,25,off,off,off,1,1,1
47min 55sec,356413 (1.523ms),288790 (24%),230408 (9%),1042 (24%),823 (12%),0 (~0%),1,5,20,8,25,20,25,off,off,off,1,1,1
46min 40sec,204997 (0.876ms),280884 (23%),201422 (8%),1042 (24%),925 (13%),0 (~0%),1,8,20,8,25,20,25,off,off,off,1,1,1
36min 27sec,202452 (0.869ms),311586 (26%),468337 (19%),854 (19%),601 (8%),0 (~0%),1,1,20,25,20,20,25,off,off,off,1,1,1
05min 56sec,620595 (2.652ms),116480 (9%),135381 (5%),1778 (41%),718 (10%),0 (~0%),25,1,20,8,20,20,25,off,off,off,1,1,1
35min 24sec,206808 (0.884ms),300321 (25%),399426 (16%),854 (19%),712 (10%),0 (~0%),1,20,20,8,20,20,25,off,off,off,1,1,1
48min 28sec,204997 (0.876ms),280884 (23%),201422 (8%),1042 (24%),925 (13%),0 (~0%),1,8,20,8,25,20,25,off,off,off,1,1,1
05min 58sec,609599 (2.605ms),127938 (10%),148679 (6%),1836 (42%),828 (12%),0 (~0%),5,1,20,8,25,20,25,off,off,off,1,1,1
06min 03sec,610489 (2.609ms),134108 (11%),154281 (6%),1682 (38%),828 (12%),0 (~0%),4,1,20,8,25,20,25,off,off,off,1,1,1
06min 06sec,616989 (2.637ms),133978 (11%),154247 (6%),1682 (38%),828 (12%),0 (~0%),2,1,20,8,25,20,25,off,off,off,1,1,1
49min 09sec,208319 (0.89ms),282306 (23%),211681 (8%),1042 (24%),925 (13%),0 (~0%),1,16,20,8,25,20,25,off,off,off,1,1,1
34min 07sec,207012 (0.885ms),292445 (24%),366679 (15%),854 (19%),814 (11%),0 (~0%),1,8,20,8,20,20,25,off,off,off,1,1,1
05min 24sec,1826012 (7.304ms),33552 (2%),31631 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,1,off,off,off,1,1,1
06min 39sec,1839648 (7.359ms),38257 (3%),34402 (1%),878 (20%),39 (~0%),0 (~0%),16,1,1,1,1,1,1,off,off,off,1,1,1
06min 32sec,1843049 (7.372ms),35880 (3%),31810 (1%),866 (20%),39 (~0%),0 (~0%),20,1,1,1,1,1,1,off,off,off,1,1,1
08min 06sec,1854204 (7.417ms),78247 (6%),167000 (7%),526 (12%),24 (~0%),0 (~0%),1,25,1,1,1,1,1,off,off,off,1,1,1
07min 35sec,1851192 (7.405ms),53974 (4%),80497 (3%),526 (12%),24 (~0%),0 (~0%),1,20,1,1,1,1,1,off,off,off,1,1,1
06min 41sec,1890382 (7.562ms),39178 (3%),49438 (2%),526 (12%),35 (~0%),0 (~0%),1,1,1,16,1,1,1,off,off,off,1,1,1
07min 03sec,1851192 (7.405ms),52130 (4%),78702 (3%),526 (12%),24 (~0%),0 (~0%),1,1,1,20,1,1,1,off,off,off,1,1,1
06min 16sec,1088411 (4.651ms),52015 (4%),46707 (1%),270 (6%),84 (1%),64 (6%),1,1,1,1,1,16,1,off,off,off,1,1,1
06min 47sec,1116412 (4.771ms),37430 (3%),38258 (1%),526 (12%),46 (~0%),0 (~0%),1,1,1,1,1,1,10,off,off,off,1,1,1
05min 05sec,1101248 (4.706ms),51436 (4%),46058 (1%),622 (14%),108 (1%),128 (13%),16,1,1,1,1,16,1,off,off,off,1,1,1
05min 30sec,1249247 (5.339ms),39327 (3%),37721 (1%),632 (14%),71 (1%),6 (~0%),16,1,1,1,1,1,10,off,off,off,1,1,1
05min 05sec,1091139 (4.663ms),59076 (4%),56877 (2%),270 (6%),106 (1%),64 (6%),1,8,1,1,1,16,1,off,off,off,1,1,1
05min 00sec,1088036 (4.65ms),61102 (5%),54834 (2%),270 (6%),108 (1%),64 (6%),1,1,16,1,1,16,1,off,off,off,1,1,1
05min 11sec,1088091 (4.65ms),65918 (5%),64876 (2%),256 (5%),136 (1%),64 (6%),1,1,20,1,1,16,1,off,off,off,1,1,1
05min 25sec,1113591 (4.759ms),70494 (5%),93799 (3%),270 (6%),84 (1%),64 (6%),1,1,1,20,1,16,1,off,off,off,1,1,1
05min 51sec,1116603 (4.772ms),94757 (8%),180302 (7%),270 (6%),84 (1%),64 (6%),1,1,1,25,1,16,1,off,off,off,1,1,1
04min 57sec,938411 (4.01ms),89977 (7%),83680 (3%),270 (6%),356 (5%),128 (13%),1,1,1,1,16,16,1,off,off,off,1,1,1
05min 05sec,1100873 (4.705ms),60524 (5%),54182 (2%),622 (14%),132 (1%),128 (13%),16,1,16,1,1,16,1,off,off,off,1,1,1
05min 32sec,943925 (4.034ms),81274 (6%),80780 (3%),622 (14%),438 (6%),128 (13%),8,1,1,1,16,16,1,off,off,off,1,1,1
05min 15sec,1087634 (4.648ms),58104 (4%),51200 (2%),538 (12%),133 (1%),128 (13%),10,1,16,1,1,16,1,off,off,off,1,1,1
05min 12sec,941139 (4.022ms),101573 (8%),98457 (4%),270 (6%),436 (6%),128 (13%),1,8,1,1,16,16,1,off,off,off,1,1,1
05min 12sec,1090764 (4.661ms),71994 (6%),67710 (2%),270 (6%),148 (2%),64 (6%),1,8,16,1,1,16,1,off,off,off,1,1,1
05min 16sec,970227 (4.146ms),94162 (7%),91236 (3%),270 (6%),367 (5%),128 (13%),1,1,1,8,16,16,1,off,off,off,1,1,1
05min 14sec,1093882 (4.675ms),60098 (5%),55072 (2%),574 (13%),132 (1%),128 (13%),8,1,16,1,1,16,1,off,off,off,1,1,1
05min 38sec,1118511 (4.78ms),98232 (8%),116481 (4%),270 (6%),356 (5%),128 (13%),1,4,1,1,16,16,1,off,off,off,1,1,1
05min 29sec,942650 (4.028ms),81704 (6%),79899 (3%),622 (14%),438 (6%),128 (13%),16,1,1,1,16,16,1,off,off,off,1,1,1
05min 31sec,942685 (4.029ms),79327 (6%),77307 (3%),610 (14%),438 (6%),128 (13%),20,1,1,1,16,16,1,off,off,off,1,1,1
05min 18sec,943155 (4.031ms),80059 (6%),79774 (3%),722 (16%),439 (6%),128 (13%),25,1,1,1,16,16,1,off,off,off,1,1,1
05min 34sec,945346 (4.04ms),87820 (7%),89163 (3%),622 (14%),449 (6%),128 (13%),16,8,1,1,16,16,1,off,off,off,1,1,1
05min 51sec,945381 (4.04ms),85443 (7%),86571 (3%),610 (14%),449 (6%),128 (13%),20,8,1,1,16,16,1,off,off,off,1,1,1
05min 39sec,963991 (4.12ms),110315 (9%),132601 (5%),270 (6%),356 (5%),128 (13%),1,20,1,1,16,16,1,off,off,off,1,1,1
05min 32sec,1005509 (4.297ms),106880 (9%),116273 (4%),270 (6%),447 (6%),128 (13%),1,8,1,16,16,16,1,off,off,off,1,1,1
05min 43sec,966319 (4.13ms),120161 (10%),145549 (6%),270 (6%),436 (6%),128 (13%),1,8,1,20,16,16,1,off,off,off,1,1,1
05min 30sec,945851 (4.042ms),86175 (7%),89038 (3%),722 (16%),450 (6%),128 (13%),25,8,1,1,16,16,1,off,off,off,1,1,1
05min 22sec,943805 (4.033ms),102995 (8%),108716 (4%),270 (6%),436 (6%),128 (13%),1,16,1,1,16,16,1,off,off,off,1,1,1
05min 20sec,943805 (4.033ms),102995 (8%),108716 (4%),270 (6%),436 (6%),128 (13%),1,16,1,1,16,16,1,off,off,off,1,1,1
06min 03sec,967003 (4.132ms),134588 (11%),219106 (9%),270 (6%),356 (5%),128 (13%),1,25,1,1,16,16,1,off,off,off,1,1,1
05min 04sec,938036 (4.009ms),93590 (7%),88144 (3%),270 (6%),356 (5%),128 (13%),1,1,16,1,16,16,1,off,off,off,1,1,1
05min 16sec,940764 (4.02ms),105055 (8%),102892 (4%),270 (6%),436 (6%),128 (13%),1,8,16,1,16,16,1,off,off,off,1,1,1
06min 20sec,969331 (4.142ms),202641 (17%),227658 (9%),270 (6%),436 (6%),128 (13%),1,8,1,25,16,16,1,off,off,off,1,1,1
25min 49sec,924403 (3.95ms),214809 (18%),120040 (5%),1294 (29%),489 (7%),0 (~0%),1,8,1,1,16,25,1,off,off,off,1,1,1
05min 58sec,926626 (3.96ms),94085 (7%),95255 (4%),1422 (32%),479 (7%),0 (~0%),16,8,1,1,16,25,1,off,off,off,1,1,1
05min 33sec,942275 (4.027ms),90792 (7%),88023 (3%),622 (14%),462 (6%),128 (13%),16,1,16,1,16,16,1,off,off,off,1,1,1
05min 23sec,942780 (4.029ms),89147 (7%),87898 (3%),722 (16%),463 (6%),128 (13%),25,1,16,1,16,16,1,off,off,off,1,1,1
27min 25sec,926381 (3.959ms),216231 (18%),130302 (5%),1294 (29%),489 (7%),0 (~0%),1,16,1,1,16,25,1,off,off,off,1,1,1
27min 34sec,950955 (4.064ms),304353 (25%),234202 (9%),1294 (29%),379 (5%),0 (~0%),1,25,1,1,16,25,1,off,off,off,1,1,1
05min 24sec,943430 (4.032ms),106477 (9%),113151 (4%),270 (6%),436 (6%),128 (13%),1,16,16,1,16,16,1,off,off,off,1,1,1
26min 47sec,924053 (3.949ms),214910 (18%),121314 (5%),1294 (29%),489 (7%),0 (~0%),1,8,8,1,16,25,1,off,off,off,1,1,1
04min 59sec,938061 (4.009ms),89963 (7%),84954 (3%),270 (6%),356 (5%),128 (13%),1,1,8,1,16,16,1,off,off,off,1,1,1
06min 12sec,931371 (3.98ms),98516 (8%),100390 (4%),1422 (32%),500 (7%),0 (~0%),4,8,8,1,16,25,1,off,off,off,1,1,1
06min 13sec,927551 (3.964ms),98474 (8%),100609 (4%),1422 (32%),500 (7%),0 (~0%),8,8,8,1,16,25,1,off,off,off,1,1,1
06min 26sec,927071 (3.962ms),96267 (8%),96333 (4%),1386 (32%),501 (7%),0 (~0%),10,8,8,1,16,25,1,off,off,off,1,1,1
06min 14sec,927901 (3.965ms),93655 (7%),96136 (4%),1422 (32%),479 (7%),0 (~0%),8,8,1,1,16,25,1,off,off,off,1,1,1
26min 40sec,1005333 (4.296ms),223960 (18%),162068 (6%),1294 (29%),379 (5%),0 (~0%),1,10,8,1,16,25,1,off,off,off,1,1,1
26min 48sec,926031 (3.957ms),216332 (18%),131576 (5%),1294 (29%),489 (7%),0 (~0%),1,16,8,1,16,25,1,off,off,off,1,1,1
27min 03sec,924193 (3.95ms),216615 (18%),128340 (5%),1272 (29%),505 (7%),0 (~0%),1,8,10,1,16,25,1,off,off,off,1,1,1
27min 47sec,1100453 (4.703ms),233324 (19%),164821 (6%),1294 (29%),489 (7%),0 (~0%),1,8,8,5,16,25,1,off,off,off,1,1,1
06min 09sec,926276 (3.958ms),98904 (8%),99728 (4%),1422 (32%),500 (7%),0 (~0%),16,8,8,1,16,25,1,off,off,off,1,1,1
06min 25sec,926311 (3.959ms),96527 (8%),97136 (4%),1410 (32%),500 (7%),0 (~0%),20,8,8,1,16,25,1,off,off,off,1,1,1
06min 27sec,926278 (3.958ms),101957 (8%),107668 (4%),1400 (32%),522 (7%),0 (~0%),16,8,10,1,16,25,1,off,off,off,1,1,1
26min 33sec,947593 (4.05ms),221854 (18%),153365 (6%),1294 (29%),379 (5%),0 (~0%),1,20,8,1,16,25,1,off,off,off,1,1,1
27min 08sec,1005473 (4.297ms),225633 (19%),169094 (7%),1272 (29%),395 (5%),0 (~0%),1,10,10,1,16,25,1,off,off,off,1,1,1
27min 02sec,924028 (3.949ms),218291 (18%),124472 (5%),1294 (29%),489 (7%),0 (~0%),1,8,16,1,16,25,1,off,off,off,1,1,1
27min 47sec,924073 (3.949ms),220187 (18%),132613 (5%),1280 (29%),505 (7%),0 (~0%),1,8,20,1,16,25,1,off,off,off,1,1,1
27min 41sec,1006973 (4.303ms),235578 (19%),177105 (7%),1294 (29%),489 (7%),0 (~0%),1,8,8,10,16,25,1,off,off,off,1,1,1
06min 01sec,927526 (3.964ms),107247 (9%),107423 (4%),1422 (32%),524 (7%),0 (~0%),8,8,16,1,16,25,1,off,off,off,1,1,1
05min 52sec,926781 (3.961ms),97259 (8%),99603 (4%),1522 (35%),501 (7%),0 (~0%),25,8,8,1,16,25,1,off,off,off,1,1,1
26min 22sec,947568 (4.049ms),225203 (19%),156523 (6%),1294 (29%),379 (5%),0 (~0%),1,20,16,1,16,25,1,off,off,off,1,1,1
26min 46sec,950605 (4.062ms),304344 (25%),235476 (9%),1294 (29%),379 (5%),0 (~0%),1,25,8,1,16,25,1,off,off,off,1,1,1
26min 18sec,924371 (3.95ms),226208 (19%),129031 (5%),1294 (29%),505 (7%),0 (~0%),1,8,25,1,16,25,1,off,off,off,1,1,1
27min 12sec,988430 (4.224ms),223599 (18%),142294 (6%),1294 (29%),500 (7%),0 (~0%),1,8,16,16,16,25,1,off,off,off,1,1,1
60min 00sec,,,,,,,1,8,16,1,25,25,1,off,off,off,1,1,1
07min 18sec,932046 (3.983ms),138908 (11%),119742 (5%),1280 (29%),459 (6%),0 (~0%),1,8,16,1,16,20,1,off,off,off,1,1,1
06min 28sec,926251 (3.958ms),107677 (9%),106542 (4%),1422 (32%),524 (7%),0 (~0%),16,8,16,1,16,25,1,off,off,off,1,1,1
06min 52sec,926286 (3.958ms),105300 (8%),103950 (4%),1410 (32%),524 (7%),0 (~0%),20,8,16,1,16,25,1,off,off,off,1,1,1
06min 25sec,926756 (3.96ms),106032 (8%),106417 (4%),1522 (35%),525 (7%),0 (~0%),25,8,16,1,16,25,1,off,off,off,1,1,1
60min 00sec,,,,,,,400,8,8,1,16,25,1,off,off,off,1,1,1
26min 46sec,1005308 (4.296ms),227309 (19%),165226 (6%),1294 (29%),379 (5%),0 (~0%),1,10,16,1,16,25,1,off,off,off,1,1,1
26min 57sec,926031 (3.957ms),216332 (18%),131576 (5%),1294 (29%),489 (7%),0 (~0%),1,16,8,1,16,25,1,off,off,off,1,1,1
27min 08sec,924073 (3.949ms),220187 (18%),132613 (5%),1280 (29%),505 (7%),0 (~0%),1,8,20,1,16,25,1,off,off,off,1,1,1
27min 20sec,1103528 (4.716ms),223518 (18%),145453 (6%),1294 (29%),489 (7%),0 (~0%),1,8,16,4,16,25,1,off,off,off,1,1,1
06min 44sec,926756 (3.96ms),106032 (8%),106417 (4%),1522 (35%),525 (7%),0 (~0%),25,8,16,1,16,25,1,off,off,off,1,1,1
27min 47sec,926006 (3.957ms),219713 (18%),134734 (5%),1294 (29%),489 (7%),0 (~0%),1,16,16,1,16,25,1,off,off,off,1,1,1
