compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PIPE__L0,__PIPE__L2,__TILE__L0,__TILE__L2
04min 49sec,32202 (0.129ms),64927 (5%),61554 (2%),192 (4%),456 (6%),4 (~0%),8,20,10,20,off,off,1,1
04min 47sec,175548 (0.702ms),75968 (6%),71684 (3%),48 (1%),440 (6%),8 (~0%),2,20,12,20,off,off,1,1
04min 49sec,49176 (0.197ms),71121 (6%),69686 (2%),126 (2%),476 (6%),4 (~0%),2,20,10,10,off,off,1,1
04min 38sec,89496 (0.358ms),61392 (5%),60587 (2%),86 (1%),430 (6%),4 (~0%),2,20,10,5,off,off,1,1
60min 00sec,,,,,,,4,20,10,80,off,off,2,1
60min 00sec,,,,,,,4,20,10,80,off,off,4,1
60min 00sec,,,,,,,4,20,10,80,off,off,8,1
05min 04sec,32202 (0.129ms),64927 (5%),61554 (2%),192 (4%),456 (6%),4 (~0%),8,20,10,20,off,off,1,1
05min 04sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
05min 00sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
05min 04sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
05min 02sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
05min 04sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 59sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 47sec,110832 (0.443ms),66004 (5%),63987 (2%),110 (2%),424 (6%),4 (~0%),2,20,10,8,off,off,1,1
04min 54sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
05min 00sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
05min 01sec,32202 (0.129ms),64927 (5%),61554 (2%),192 (4%),456 (6%),4 (~0%),8,20,10,20,off,off,1,1
05min 05sec,30108 (0.12ms),89776 (7%),88984 (3%),206 (4%),696 (10%),4 (~0%),2,10,10,20,off,off,1,1
05min 13sec,31872 (0.127ms),93277 (7%),91063 (3%),206 (4%),696 (10%),4 (~0%),2,8,10,20,off,off,1,1
05min 01sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
04min 16sec,33928 (0.136ms),62878 (5%),68554 (2%),220 (5%),456 (6%),0 (~0%),2,20,5,20,off,off,1,1
04min 54sec,49176 (0.197ms),71121 (6%),69686 (2%),126 (2%),476 (6%),4 (~0%),2,20,10,10,off,off,1,1
04min 44sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
04min 44sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 37sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
04min 44sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
04min 42sec,49176 (0.197ms),71121 (6%),69686 (2%),126 (2%),476 (6%),4 (~0%),2,20,10,10,off,off,1,1
60min 00sec,,,,,,,4,20,10,20,off,flatten,2,1
60min 00sec,,,,,,,4,20,10,20,off,flatten,4,1
04min 33sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 35sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
04min 36sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 34sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
60min 00sec,,,,,,,1,20,15,20,flatten,off,2,1
60min 00sec,,,,,,,1,20,15,20,flatten,off,4,1
60min 00sec,,,,,,,4,20,10,20,off,flatten,1,2
60min 00sec,,,,,,,4,20,10,20,off,flatten,1,4
05min 23sec,639306 (2.557ms),15619 (1%),11770 (~0%),110 (2%),22 (~0%),16 (1%),8,1,1,1,off,off,1,1
05min 25sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
05min 29sec,173981 (0.696ms),46353 (3%),44957 (1%),350 (8%),352 (5%),8 (~0%),1,1,1,16,off,off,1,1
05min 51sec,169249 (0.677ms),86159 (7%),86446 (3%),102 (2%),560 (8%),8 (~0%),1,1,1,20,off,off,1,1
05min 18sec,527981 (2.112ms),18006 (1%),20663 (~0%),94 (2%),134 (1%),16 (1%),1,16,1,1,off,off,1,1
05min 12sec,543581 (2.174ms),14089 (1%),11588 (~0%),94 (2%),22 (~0%),16 (1%),1,1,12,1,off,off,1,1
05min 12sec,399341 (1.597ms),14623 (1%),11995 (~0%),78 (1%),38 (~0%),8 (~0%),1,1,10,1,off,off,1,1
04min 53sec,234663 (0.939ms),96924 (8%),94588 (4%),62 (1%),680 (9%),8 (~0%),16,1,1,20,off,off,1,1
04min 46sec,251226 (1.005ms),93051 (7%),90811 (3%),182 (4%),680 (9%),8 (~0%),20,1,1,20,off,off,1,1
04min 20sec,167981 (0.672ms),47949 (4%),47853 (2%),350 (8%),352 (5%),8 (~0%),1,16,1,16,off,off,1,1
03min 56sec,39509 (0.158ms),72259 (6%),81624 (3%),274 (6%),576 (8%),0 (~0%),1,1,15,20,off,off,1,1
03min 50sec,44225 (0.177ms),43564 (3%),49777 (2%),250 (5%),368 (5%),0 (~0%),1,1,15,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,16,flatten,off,1,1
07min 28sec,75021 (0.317ms),117682 (9%),107530 (4%),222 (5%),292 (4%),8 (~0%),1,1,1,20,off,flatten,1,1
04min 21sec,44414 (0.178ms),83046 (7%),89751 (3%),234 (5%),696 (10%),0 (~0%),8,1,15,20,off,off,1,1
04min 11sec,50158 (0.201ms),50692 (4%),53157 (2%),218 (5%),368 (5%),0 (~0%),8,1,15,16,off,off,1,1
04min 09sec,51832 (0.207ms),51051 (4%),53798 (2%),218 (5%),368 (5%),0 (~0%),10,1,15,16,off,off,1,1
04min 50sec,113173 (0.453ms),61459 (5%),71237 (3%),258 (5%),304 (4%),0 (~0%),1,20,15,16,off,off,1,1
04min 59sec,43585 (0.18ms),49920 (4%),50999 (2%),250 (5%),368 (5%),0 (~0%),1,10,15,16,off,off,1,1
03min 53sec,58709 (0.235ms),50429 (4%),58157 (2%),234 (5%),356 (5%),0 (~0%),1,1,15,10,off,off,1,1
60min 00sec,,,,,,,1,1,15,20,flatten,off,1,1
60min 00sec,,,,,,,1,1,15,20,off,flatten,1,1
04min 03sec,45832 (0.183ms),83429 (7%),90450 (3%),234 (5%),696 (10%),0 (~0%),10,1,15,20,off,off,1,1
04min 00sec,50139 (0.201ms),83068 (7%),89819 (3%),234 (5%),696 (10%),0 (~0%),16,1,15,20,off,off,1,1
04min 04sec,53008 (0.212ms),79545 (6%),86667 (3%),354 (8%),696 (10%),0 (~0%),20,1,15,20,off,off,1,1
05min 09sec,46164 (0.191ms),57003 (4%),53776 (2%),218 (5%),368 (5%),0 (~0%),4,10,15,16,off,off,1,1
05min 09sec,49390 (0.204ms),57030 (4%),53947 (2%),218 (5%),368 (5%),0 (~0%),8,10,15,16,off,off,1,1
03min 48sec,36069 (0.144ms),78237 (6%),86954 (3%),274 (6%),576 (8%),0 (~0%),1,8,15,20,off,off,1,1
03min 47sec,34469 (0.138ms),75717 (6%),86185 (3%),274 (6%),576 (8%),0 (~0%),1,10,15,20,off,off,1,1
04min 32sec,37349 (0.149ms),81664 (6%),88260 (3%),274 (6%),576 (8%),0 (~0%),1,16,15,20,off,off,1,1
04min 11sec,38366 (0.153ms),86477 (7%),94312 (3%),234 (5%),696 (10%),0 (~0%),8,10,15,20,off,off,1,1
04min 23sec,41632 (0.167ms),90364 (7%),97180 (4%),234 (5%),696 (10%),0 (~0%),10,8,15,20,off,off,1,1
03min 41sec,34161 (0.137ms),52728 (4%),62531 (2%),260 (6%),456 (6%),0 (~0%),1,20,15,20,off,off,1,1
04min 16sec,29569 (0.118ms),78793 (6%),80845 (3%),246 (5%),576 (8%),4 (~0%),1,10,30,20,off,off,1,1
04min 25sec,164209 (0.657ms),89601 (7%),91007 (3%),102 (2%),560 (8%),8 (~0%),1,10,60,20,off,off,1,1
03min 39sec,34161 (0.137ms),52728 (4%),62531 (2%),260 (6%),456 (6%),0 (~0%),1,20,15,20,off,off,1,1
04min 25sec,169009 (0.676ms),90107 (7%),91088 (3%),102 (2%),560 (8%),8 (~0%),1,10,20,20,off,off,1,1
04min 33sec,33450 (0.134ms),89742 (7%),88909 (3%),206 (4%),696 (10%),4 (~0%),8,10,30,20,off,off,1,1
03min 55sec,37118 (0.148ms),61599 (5%),66875 (2%),220 (5%),456 (6%),0 (~0%),8,20,15,20,off,off,1,1
03min 54sec,38232 (0.153ms),61962 (5%),67557 (2%),220 (5%),456 (6%),0 (~0%),10,20,15,20,off,off,1,1
04min 05sec,29261 (0.117ms),55804 (4%),57191 (2%),232 (5%),456 (6%),4 (~0%),1,20,30,20,off,off,1,1
04min 00sec,169101 (0.676ms),67118 (5%),67434 (2%),88 (2%),440 (6%),8 (~0%),1,20,20,20,off,off,1,1
05min 04sec,38701 (0.16ms),52556 (4%),46260 (1%),206 (4%),368 (5%),4 (~0%),1,10,30,16,off,off,1,1
04min 52sec,32202 (0.129ms),64864 (5%),61472 (2%),192 (4%),456 (6%),4 (~0%),8,20,30,20,off,off,1,1
04min 52sec,33310 (0.133ms),64877 (5%),61532 (2%),192 (4%),456 (6%),4 (~0%),10,20,30,20,off,off,1,1
04min 52sec,36695 (0.147ms),64876 (5%),61524 (2%),192 (4%),456 (6%),4 (~0%),16,20,30,20,off,off,1,1
05min 02sec,34610 (0.138ms),89784 (7%),88986 (3%),206 (4%),696 (10%),4 (~0%),10,10,30,20,off,off,1,1
04min 53sec,28301 (0.113ms),77404 (6%),73159 (3%),366 (8%),456 (6%),4 (~0%),1,40,30,20,off,off,1,1
04min 47sec,270301 (1.141ms),38489 (3%),31560 (1%),366 (8%),44 (~0%),4 (~0%),1,50,30,20,off,off,1,1
04min 53sec,270301 (1.141ms),38489 (3%),31560 (1%),366 (8%),44 (~0%),4 (~0%),1,60,30,20,off,off,1,1
05min 25sec,36471 (0.146ms),112317 (9%),88913 (3%),206 (4%),456 (6%),4 (~0%),16,40,30,20,off,off,1,1
05min 31sec,33110 (0.132ms),112321 (9%),88913 (3%),206 (4%),456 (6%),4 (~0%),10,40,30,20,off,off,1,1
05min 24sec,32010 (0.128ms),112312 (9%),88741 (3%),206 (4%),456 (6%),4 (~0%),8,40,30,20,off,off,1,1
05min 09sec,32449 (0.13ms),84740 (7%),82920 (3%),246 (5%),576 (8%),4 (~0%),1,16,30,20,off,off,1,1
04min 21sec,31169 (0.125ms),81313 (6%),81614 (3%),246 (5%),576 (8%),4 (~0%),1,8,30,20,off,off,1,1
04min 34sec,18701 (0.075ms),111687 (9%),118872 (5%),126 (2%),896 (13%),4 (~0%),1,40,30,40,off,off,1,1
04min 57sec,4653489 (21.445ms),69005 (5%),69797 (2%),222 (5%),326 (4%),8 (~0%),1,40,30,50,off,off,1,1
05min 02sec,5469489 (24.527ms),73952 (6%),74667 (3%),222 (5%),326 (4%),8 (~0%),1,40,30,60,off,off,1,1
05min 05sec,20490 (0.082ms),129388 (10%),127095 (5%),46 (1%),896 (13%),4 (~0%),8,40,30,40,off,off,1,1
05min 11sec,38706 (0.155ms),112318 (9%),89074 (3%),206 (4%),456 (6%),4 (~0%),20,40,30,20,off,off,1,1
04min 06sec,30529 (0.122ms),77367 (6%),77964 (3%),246 (5%),576 (8%),4 (~0%),1,4,30,20,off,off,1,1
03min 59sec,33209 (0.133ms),75329 (6%),79705 (3%),394 (9%),456 (6%),0 (~0%),1,40,5,20,off,off,1,1
04min 15sec,85901 (0.344ms),46490 (3%),54601 (2%),246 (5%),350 (5%),4 (~0%),1,40,30,5,off,off,1,1
04min 25sec,33101 (0.132ms),69281 (5%),65528 (2%),334 (7%),416 (6%),4 (~0%),1,40,30,16,off,off,1,1
60min 00sec,,,,,,,1,40,30,40,off,flatten,1,1
60min 00sec,,,,,,,1,1,15,20,off,flatten,1,60
05min 06sec,21110 (0.084ms),129397 (10%),127195 (5%),46 (1%),896 (13%),4 (~0%),10,40,30,40,off,off,1,1
05min 06sec,24306 (0.097ms),129404 (10%),127276 (5%),46 (1%),896 (13%),4 (~0%),20,40,30,40,off,off,1,1
05min 06sec,23031 (0.092ms),129399 (10%),127187 (5%),46 (1%),896 (13%),4 (~0%),16,40,30,40,off,off,1,1
05min 10sec,37770 (0.151ms),104185 (8%),81110 (3%),174 (4%),416 (6%),4 (~0%),8,40,30,16,off,off,1,1
60min 00sec,,,,,,,8,40,30,40,flatten,off,1,1
60min 00sec,,,,,,,8,40,30,40,off,flatten,1,1
60min 00sec,,,,,,,1,1,15,20,flatten,off,8,1
60min 00sec,,,,,,,1,40,30,40,off,flatten,1,8
05min 18sec,19272 (0.077ms),129373 (10%),127019 (5%),46 (1%),896 (13%),4 (~0%),4,40,30,40,off,off,1,1
05min 52sec,80778 (0.339ms),155105 (13%),139282 (5%),46 (1%),896 (13%),4 (~0%),8,60,30,40,off,off,1,1
05min 53sec,80778 (0.339ms),155105 (13%),139282 (5%),46 (1%),896 (13%),4 (~0%),8,80,30,40,off,off,1,1
04min 49sec,25406 (0.102ms),111737 (9%),122262 (5%),314 (7%),896 (13%),0 (~0%),8,40,15,40,off,off,1,1
60min 00sec,,,,,,,80,40,30,40,off,off,1,1
04min 39sec,153341 (0.613ms),123761 (10%),129045 (5%),142 (3%),880 (12%),8 (~0%),1,40,60,40,off,off,1,1
04min 05sec,393101 (1.572ms),38334 (3%),44082 (1%),206 (4%),326 (4%),8 (~0%),1,40,30,1,off,off,1,1
04min 20sec,57101 (0.228ms),55568 (4%),54633 (2%),270 (6%),368 (5%),4 (~0%),1,40,30,8,off,off,1,1
60min 00sec,,,,,,,1,40,30,40,flatten,off,1,1
60min 00sec,,,,,,,1,40,30,40,off,flatten,4,1
05min 13sec,19548 (0.078ms),129399 (10%),127117 (5%),46 (1%),898 (13%),4 (~0%),5,40,30,40,off,off,1,1
04min 54sec,18861 (0.075ms),125088 (10%),122030 (5%),206 (4%),896 (13%),4 (~0%),1,20,30,40,off,off,1,1
04min 00sec,23601 (0.094ms),94225 (7%),113990 (4%),394 (9%),896 (13%),0 (~0%),1,40,15,40,off,off,1,1
04min 26sec,47501 (0.19ms),59192 (5%),56979 (2%),286 (6%),380 (5%),4 (~0%),1,40,30,10,off,off,1,1
05min 16sec,18768 (0.075ms),129327 (10%),126879 (5%),46 (1%),896 (13%),4 (~0%),2,40,30,40,off,off,1,1
60min 00sec,,,,,,,1,40,30,80,off,off,1,1
04min 56sec,18941 (0.076ms),124680 (10%),121038 (5%),206 (4%),896 (13%),4 (~0%),1,16,30,40,off,off,1,1
04min 51sec,19181 (0.077ms),124837 (10%),119954 (5%),206 (4%),896 (13%),4 (~0%),1,10,30,40,off,off,1,1
03min 15sec,533981 (2.136ms),13542 (1%),11464 (~0%),94 (2%),22 (~0%),16 (1%),1,1,1,1,off,off,1,1
03min 18sec,745383 (2.982ms),15636 (1%),11798 (~0%),110 (2%),22 (~0%),16 (1%),16,1,1,1,off,off,1,1
03min 14sec,798426 (3.194ms),15639 (1%),11806 (~0%),110 (2%),22 (~0%),16 (1%),20,1,1,1,off,off,1,1
04min 34sec,527981 (2.112ms),18006 (1%),20663 (~0%),94 (2%),134 (1%),16 (1%),1,16,1,1,off,off,1,1
03min 59sec,527969 (2.112ms),39955 (3%),45415 (1%),102 (2%),286 (4%),16 (1%),1,20,1,1,off,off,1,1
03min 08sec,399341 (1.597ms),14476 (1%),11983 (~0%),78 (1%),38 (~0%),8 (~0%),1,1,30,1,off,off,1,1
04min 24sec,169249 (0.677ms),86159 (7%),86446 (3%),102 (2%),560 (8%),8 (~0%),1,1,1,20,off,off,1,1
08min 32sec,75021 (0.317ms),117682 (9%),107530 (4%),222 (5%),292 (4%),8 (~0%),1,1,1,1,off,flatten,1,1
04min 42sec,639306 (2.557ms),15619 (1%),11770 (~0%),110 (2%),22 (~0%),16 (1%),8,1,1,1,off,off,1,1
04min 20sec,528289 (2.113ms),34109 (2%),38002 (1%),102 (2%),206 (3%),16 (1%),1,10,1,1,off,off,1,1
03min 14sec,543581 (2.174ms),14126 (1%),11590 (~0%),94 (2%),22 (~0%),16 (1%),1,1,20,1,off,off,1,1
04min 52sec,173981 (0.696ms),46353 (3%),44957 (1%),350 (8%),352 (5%),8 (~0%),1,1,1,16,off,off,1,1
07min 24sec,559932 (2.24ms),17149 (1%),13282 (~0%),62 (1%),22 (~0%),16 (1%),1,1,1,1,off,off,2,1
07min 15sec,872871 (3.491ms),20450 (1%),16083 (~0%),62 (1%),38 (~0%),16 (1%),1,1,1,1,off,off,1,2
05min 08sec,586320 (2.345ms),17163 (1%),13294 (~0%),62 (1%),22 (~0%),16 (1%),4,1,1,1,off,off,1,1
04min 57sec,529181 (2.117ms),14353 (1%),12981 (~0%),94 (2%),38 (~0%),16 (1%),1,4,1,1,off,off,1,1
04min 34sec,399341 (1.597ms),14623 (1%),11995 (~0%),78 (1%),38 (~0%),8 (~0%),1,1,10,1,off,off,1,1
05min 49sec,188449 (0.754ms),51337 (4%),52726 (2%),262 (6%),340 (4%),8 (~0%),1,1,1,10,off,off,1,1
03min 26sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
04min 34sec,528381 (2.114ms),14566 (1%),14983 (~0%),94 (2%),70 (1%),16 (1%),1,8,1,1,off,off,1,1
03min 28sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
04min 17sec,559932 (2.24ms),17149 (1%),13282 (~0%),62 (1%),22 (~0%),16 (1%),2,1,1,1,off,off,1,1
04min 08sec,536541 (2.217ms),14459 (1%),12176 (~0%),94 (2%),22 (~0%),16 (1%),1,5,1,1,off,off,1,1
07min 10sec,530781 (2.123ms),14043 (1%),11723 (~0%),94 (2%),22 (~0%),16 (1%),1,2,1,1,off,off,1,1
02min 59sec,404249 (1.617ms),16234 (1%),17963 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,5,1,off,off,1,1
03min 17sec,399341 (1.597ms),14543 (1%),11986 (~0%),78 (1%),38 (~0%),8 (~0%),1,1,6,1,off,off,1,1
04min 43sec,197981 (0.792ms),28057 (2%),26424 (1%),222 (5%),176 (2%),8 (~0%),1,1,1,8,off,off,1,1
20min 03sec,18452 (0.074ms),477778 (40%),416712 (17%),5182 (119%),1760 (25%),8 (~0%),80,1,1,1,off,off,1,1
03min 41sec,4374781 (18.381ms),24509 (2%),27310 (1%),222 (5%),19 (~0%),16 (1%),1,80,1,1,off,off,1,1
04min 13sec,404225 (1.617ms),14924 (1%),16177 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,15,1,off,off,1,1
04min 40sec,769181 (3.287ms),18510 (1%),16757 (~0%),174 (4%),22 (~0%),8 (~0%),1,1,1,5,off,off,1,1
03min 22sec,543581 (2.174ms),14089 (1%),11588 (~0%),94 (2%),22 (~0%),16 (1%),1,1,12,1,off,off,1,1
05min 03sec,538781 (2.155ms),13111 (1%),11261 (~0%),94 (2%),22 (~0%),16 (1%),1,1,4,1,off,off,1,1
04min 38sec,245981 (0.984ms),20428 (1%),18070 (~0%),158 (3%),88 (1%),8 (~0%),1,1,1,4,off,off,1,1
03min 29sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
04min 58sec,404251 (1.617ms),16326 (1%),18177 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,3,1,off,off,1,1
03min 50sec,341981 (1.368ms),16408 (1%),13602 (~0%),158 (3%),44 (~0%),8 (~0%),1,1,1,2,off,off,1,1
06min 48sec,75021 (0.317ms),117682 (9%),107530 (4%),222 (5%),292 (4%),8 (~0%),1,1,1,80,off,off,1,1
03min 36sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
03min 00sec,533981 (2.136ms),13542 (1%),11464 (~0%),94 (2%),22 (~0%),16 (1%),1,1,60,1,off,off,1,1
03min 31sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
07min 19sec,399343 (1.597ms),19406 (1%),15157 (~0%),94 (2%),38 (~0%),16 (1%),1,1,2,1,off,off,1,1
03min 47sec,4374781 (18.381ms),24509 (2%),27310 (1%),222 (5%),19 (~0%),16 (1%),1,80,1,1,off,off,1,1
03min 10sec,404249 (1.617ms),16234 (1%),17963 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,5,1,off,off,1,1
03min 36sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
03min 26sec,541059 (2.164ms),18543 (1%),15140 (~0%),94 (2%),22 (~0%),32 (3%),1,1,8,1,off,off,1,1
03min 37sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
03min 27sec,536301 (2.145ms),15921 (1%),14199 (~0%),94 (2%),22 (~0%),16 (1%),1,3,1,1,off,off,1,1
03min 05sec,404249 (1.617ms),16234 (1%),17963 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,5,1,off,off,1,1
03min 32sec,541059 (2.164ms),18587 (1%),15141 (~0%),94 (2%),22 (~0%),32 (3%),1,1,7,1,off,off,1,1
03min 45sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
03min 33sec,533181 (2.133ms),17399 (1%),14838 (~0%),94 (2%),22 (~0%),16 (1%),1,6,1,1,off,off,1,1
03min 45sec,548505 (2.194ms),25427 (2%),25797 (1%),94 (2%),34 (~0%),32 (3%),1,1,9,1,off,off,1,1
03min 45sec,561705 (2.247ms),25616 (2%),26104 (1%),94 (2%),39 (~0%),32 (3%),1,1,11,1,off,off,1,1
03min 33sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
03min 26sec,533181 (2.133ms),17399 (1%),14838 (~0%),94 (2%),22 (~0%),16 (1%),1,6,1,1,off,off,1,1
03min 25sec,530448 (2.122ms),37075 (3%),77103 (3%),102 (2%),222 (3%),16 (1%),1,12,1,1,off,off,1,1
03min 29sec,553219 (2.213ms),18542 (1%),15149 (~0%),94 (2%),23 (~0%),32 (3%),1,1,13,1,off,off,1,1
03min 29sec,541059 (2.164ms),18588 (1%),15141 (~0%),94 (2%),22 (~0%),32 (3%),1,1,14,1,off,off,1,1
03min 32sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
03min 31sec,529968 (2.12ms),37789 (3%),77876 (3%),92 (2%),230 (3%),16 (1%),1,13,1,1,off,off,1,1
03min 33sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
03min 31sec,530528 (2.122ms),38255 (3%),78486 (3%),90 (2%),238 (3%),16 (1%),1,14,1,1,off,off,1,1
03min 24sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
03min 23sec,530128 (2.121ms),38855 (3%),79271 (3%),92 (2%),246 (3%),16 (1%),1,15,1,1,off,off,1,1
03min 23sec,530608 (2.122ms),36065 (3%),73329 (3%),98 (2%),198 (2%),16 (1%),1,9,1,1,off,off,1,1
03min 41sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
03min 38sec,530128 (2.121ms),36541 (3%),76188 (3%),106 (2%),214 (3%),16 (1%),1,11,1,1,off,off,1,1
03min 30sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
03min 30sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
04min 13sec,538701 (2.245ms),15542 (1%),13379 (~0%),94 (2%),22 (~0%),16 (1%),1,7,1,1,off,off,1,1
03min 29sec,530288 (2.121ms),40776 (3%),81627 (3%),98 (2%),270 (3%),16 (1%),1,18,1,1,off,off,1,1
03min 25sec,541059 (2.164ms),18543 (1%),15140 (~0%),94 (2%),22 (~0%),32 (3%),1,1,8,1,off,off,1,1
03min 34sec,599538 (2.398ms),17183 (1%),13311 (~0%),62 (1%),24 (~0%),16 (1%),5,1,1,1,off,off,1,1
03min 34sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
03min 34sec,530608 (2.122ms),40144 (3%),80842 (3%),96 (2%),262 (3%),16 (1%),1,17,1,1,off,off,1,1
03min 37sec,529968 (2.12ms),41485 (3%),82419 (3%),100 (2%),278 (4%),16 (1%),1,19,1,1,off,off,1,1
03min 42sec,530448 (2.122ms),37075 (3%),77103 (3%),102 (2%),222 (3%),16 (1%),1,12,1,1,off,off,1,1
03min 43sec,541059 (2.164ms),18543 (1%),15140 (~0%),94 (2%),22 (~0%),32 (3%),1,1,8,1,off,off,1,1
03min 42sec,530528 (2.122ms),38255 (3%),78486 (3%),90 (2%),238 (3%),16 (1%),1,14,1,1,off,off,1,1
03min 42sec,541059 (2.164ms),18587 (1%),15141 (~0%),94 (2%),22 (~0%),32 (3%),1,1,7,1,off,off,1,1
03min 31sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
04min 15sec,538701 (2.245ms),15542 (1%),13379 (~0%),94 (2%),22 (~0%),16 (1%),1,7,1,1,off,off,1,1
03min 26sec,530448 (2.122ms),37075 (3%),77103 (3%),102 (2%),222 (3%),16 (1%),1,12,1,1,off,off,1,1
03min 27sec,541059 (2.164ms),18543 (1%),15140 (~0%),94 (2%),22 (~0%),32 (3%),1,1,8,1,off,off,1,1
03min 35sec,536301 (2.145ms),15921 (1%),14199 (~0%),94 (2%),22 (~0%),16 (1%),1,3,1,1,off,off,1,1
03min 35sec,533181 (2.133ms),17399 (1%),14838 (~0%),94 (2%),22 (~0%),16 (1%),1,6,1,1,off,off,1,1
03min 28sec,530608 (2.122ms),36065 (3%),73329 (3%),98 (2%),198 (2%),16 (1%),1,9,1,1,off,off,1,1
03min 27sec,529968 (2.12ms),37789 (3%),77876 (3%),92 (2%),230 (3%),16 (1%),1,13,1,1,off,off,1,1
03min 39sec,561705 (2.247ms),25616 (2%),26104 (1%),94 (2%),39 (~0%),32 (3%),1,1,11,1,off,off,1,1
03min 27sec,533181 (2.133ms),17399 (1%),14838 (~0%),94 (2%),22 (~0%),16 (1%),1,6,1,1,off,off,1,1
