compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2
14min 00sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,1,1,1,flatten,off,off,off,1,1,1
13min 31sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,1,off,off,off,flatten,1,1,1
15min 45sec,82124 (0.328ms),267161 (22%),247937 (10%),122 (2%),553 (8%),0 (~0%),8,1,1,1,1,1,off,off,off,flatten,1,1,1
06min 18sec,664664 (2.853ms),96959 (8%),80672 (3%),122 (2%),85 (1%),0 (~0%),8,1,1,1,1,25,off,off,off,off,1,1,1
07min 10sec,685444 (2.942ms),152576 (12%),272292 (11%),122 (2%),82 (1%),0 (~0%),10,1,1,1,1,25,off,off,off,off,1,1,1
60min 00sec,,,,,,,1,20,1,1,1,1,off,off,off,flatten,1,1,1
07min 47sec,1027148 (4.408ms),155639 (13%),97906 (4%),226 (5%),103 (1%),0 (~0%),1,20,1,1,1,25,off,off,off,off,1,1,1
08min 33sec,1027168 (4.408ms),181671 (15%),112000 (4%),236 (5%),118 (1%),0 (~0%),1,25,1,1,1,25,off,off,off,off,1,1,1
05min 43sec,655260 (2.812ms),90917 (7%),69144 (2%),122 (2%),82 (1%),0 (~0%),1,1,10,1,1,25,off,off,off,off,1,1,1
05min 44sec,619100 (2.657ms),91844 (7%),72427 (3%),122 (2%),82 (1%),0 (~0%),1,1,1,25,1,25,off,off,off,off,1,1,1
12min 14sec,72640 (0.291ms),256266 (21%),236496 (10%),122 (2%),550 (8%),0 (~0%),1,1,10,1,1,1,off,off,off,flatten,1,1,1
12min 09sec,72560 (0.29ms),256239 (21%),236487 (10%),122 (2%),550 (8%),0 (~0%),1,1,16,1,1,1,off,off,off,flatten,1,1,1
15min 14sec,82124 (0.328ms),267292 (22%),247970 (10%),122 (2%),553 (8%),0 (~0%),8,1,4,1,1,1,off,off,off,flatten,1,1,1
15min 02sec,82204 (0.329ms),267317 (22%),247973 (10%),122 (2%),553 (8%),0 (~0%),8,1,5,1,1,1,off,off,off,flatten,1,1,1
15min 18sec,82124 (0.328ms),267294 (22%),247967 (10%),122 (2%),553 (8%),0 (~0%),8,1,8,1,1,1,off,off,off,flatten,1,1,1
12min 02sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,20,off,off,off,flatten,1,1,1
15min 14sec,82124 (0.328ms),267161 (22%),247937 (10%),122 (2%),553 (8%),0 (~0%),8,1,1,1,1,20,off,off,off,flatten,1,1,1
14min 57sec,82124 (0.328ms),267161 (22%),247937 (10%),122 (2%),553 (8%),0 (~0%),8,1,1,1,1,25,off,off,off,flatten,1,1,1
14min 30sec,90104 (0.365ms),318243 (26%),439556 (18%),122 (2%),550 (8%),0 (~0%),10,1,1,1,1,1,off,off,off,flatten,1,1,1
15min 06sec,90578 (0.362ms),268871 (22%),255092 (10%),122 (2%),553 (8%),0 (~0%),16,1,16,1,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,5,16,1,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,16,1,1,1,off,off,off,flatten,1,1,1
43min 13sec,65424 (0.262ms),426459 (36%),395981 (16%),122 (2%),550 (8%),0 (~0%),1,1,1,1,16,1,off,off,off,flatten,1,1,1
12min 10sec,65560 (0.262ms),256184 (21%),237758 (10%),122 (2%),550 (8%),0 (~0%),1,1,16,1,8,1,off,off,off,flatten,1,1,1
12min 14sec,72560 (0.29ms),256239 (21%),236487 (10%),122 (2%),550 (8%),0 (~0%),1,1,16,1,1,25,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,8,1,1,1,16,1,off,off,off,flatten,1,1,1
15min 10sec,75124 (0.3ms),267238 (22%),249238 (10%),122 (2%),553 (8%),0 (~0%),8,1,16,1,8,1,off,off,off,flatten,1,1,1
15min 30sec,83104 (0.336ms),318320 (26%),441049 (18%),122 (2%),550 (8%),0 (~0%),10,1,16,1,8,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,4,16,1,8,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,5,16,1,8,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,16,1,8,1,off,off,off,flatten,1,1,1
12min 02sec,65640 (0.263ms),256209 (21%),237766 (10%),122 (2%),550 (8%),0 (~0%),1,1,20,1,8,1,off,off,off,flatten,1,1,1
12min 20sec,65560 (0.262ms),256184 (21%),237758 (10%),122 (2%),550 (8%),0 (~0%),1,1,16,1,8,10,off,off,off,flatten,1,1,1
15min 27sec,83578 (0.334ms),268816 (22%),256363 (10%),122 (2%),553 (8%),0 (~0%),16,1,16,1,8,1,off,off,off,flatten,1,1,1
12min 48sec,71468 (0.286ms),275348 (23%),286160 (12%),122 (2%),550 (8%),0 (~0%),20,1,16,1,8,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,20,16,1,8,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,25,16,1,8,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,2,16,1,8,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,20,1,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,25,1,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,16,1,10,1,off,off,off,flatten,1,1,1
12min 44sec,71468 (0.286ms),275348 (23%),286160 (12%),122 (2%),550 (8%),0 (~0%),20,1,16,1,8,1,off,off,off,flatten,1,1,1
14min 37sec,83578 (0.334ms),268816 (22%),256363 (10%),122 (2%),553 (8%),0 (~0%),16,1,16,1,8,1,off,off,off,flatten,1,1,1
15min 44sec,83104 (0.336ms),318320 (26%),441049 (18%),122 (2%),550 (8%),0 (~0%),10,1,16,1,8,1,off,off,off,flatten,1,1,1
53min 17sec,101952 (0.408ms),435048 (36%),428800 (18%),122 (2%),550 (8%),0 (~0%),4,1,1,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,4,1,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,5,1,1,16,1,off,off,off,flatten,1,1,1
42min 54sec,65424 (0.262ms),426592 (36%),396012 (16%),122 (2%),550 (8%),0 (~0%),1,1,8,1,16,1,off,off,off,flatten,1,1,1
48min 44sec,65424 (0.262ms),426591 (36%),396015 (16%),122 (2%),550 (8%),0 (~0%),1,1,16,1,16,1,off,off,off,flatten,1,1,1
46min 14sec,101292 (0.405ms),451726 (38%),539698 (22%),122 (2%),550 (8%),0 (~0%),5,1,1,1,16,1,off,off,off,flatten,1,1,1
55min 48sec,74624 (0.298ms),443471 (37%),408095 (17%),122 (2%),553 (8%),0 (~0%),8,1,8,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,100,1,1,16,1,off,off,off,flatten,1,1,1
42min 53sec,65504 (0.262ms),426632 (36%),396020 (16%),122 (2%),550 (8%),0 (~0%),1,1,10,1,16,1,off,off,off,flatten,1,1,1
44min 20sec,65424 (0.262ms),426592 (36%),396012 (16%),122 (2%),550 (8%),0 (~0%),1,1,8,1,16,1,off,off,off,flatten,1,1,1
43min 53sec,65424 (0.262ms),426459 (36%),395981 (16%),122 (2%),550 (8%),0 (~0%),1,1,1,1,16,20,off,off,off,flatten,1,1,1
50min 33sec,65424 (0.262ms),426459 (36%),395981 (16%),122 (2%),550 (8%),0 (~0%),1,1,1,1,16,10,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,8,1,16,1,off,flatten,off,flatten,1,1,1
46min 46sec,82604 (0.334ms),489767 (41%),599845 (25%),122 (2%),550 (8%),0 (~0%),10,1,8,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,25,8,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,20,8,1,16,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,8,1,16,1,off,off,off,flatten,1,1,1
45min 28sec,65504 (0.262ms),426628 (36%),396021 (16%),122 (2%),550 (8%),0 (~0%),1,1,20,1,16,1,off,off,off,flatten,1,1,1
49min 07sec,65424 (0.262ms),426592 (36%),396012 (16%),122 (2%),550 (8%),0 (~0%),1,1,8,1,16,20,off,off,off,flatten,1,1,1
43min 21sec,65424 (0.262ms),426592 (36%),396012 (16%),122 (2%),550 (8%),0 (~0%),1,1,8,1,16,25,off,off,off,flatten,1,1,1
42min 25sec,22168 (0.089ms),477519 (40%),331015 (13%),122 (2%),700 (10%),0 (~0%),1,1,8,1,16,1,flatten,off,off,flatten,1,1,1
39min 01sec,22098 (0.088ms),1017670 (86%),749783 (31%),122 (2%),2779 (40%),0 (~0%),8,1,8,1,16,1,flatten,off,off,flatten,1,1,1
40min 45sec,22168 (0.089ms),477518 (40%),331018 (13%),122 (2%),700 (10%),0 (~0%),1,1,16,1,16,1,flatten,off,off,flatten,1,1,1
42min 35sec,22248 (0.089ms),477551 (40%),331024 (13%),122 (2%),700 (10%),0 (~0%),1,1,20,1,16,1,flatten,off,off,flatten,1,1,1
43min 02sec,22168 (0.089ms),477519 (40%),331015 (13%),122 (2%),700 (10%),0 (~0%),1,1,8,20,16,1,flatten,off,off,flatten,1,1,1
41min 04sec,22168 (0.089ms),477519 (40%),331015 (13%),122 (2%),700 (10%),0 (~0%),1,1,8,25,16,1,flatten,off,off,flatten,1,1,1
42min 06sec,22168 (0.089ms),477519 (40%),331015 (13%),122 (2%),700 (10%),0 (~0%),1,1,8,1,16,10,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,8,1,16,1,flatten,off,flatten,flatten,1,1,1
60min 00sec,,,,,,,1,10,16,1,1,1,off,off,off,flatten,1,1,2
03min 24sec,3541441 (14.166ms),15031 (1%),12550 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,1,1
05min 17sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
05min 19sec,3559379 (14.238ms),22816 (1%),31253 (1%),154 (3%),17 (~0%),0 (~0%),16,1,1,1,1,1,off,off,off,off,1,1,1
07min 44sec,3702368 (14.809ms),147967 (12%),88693 (3%),268 (6%),86 (1%),0 (~0%),1,25,1,1,1,1,off,off,off,off,1,1,1
05min 05sec,3541441 (14.166ms),15164 (1%),12594 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,8,1,1,1,off,off,off,off,1,1,1
05min 25sec,3526481 (15.07ms),29727 (2%),20308 (~0%),250 (5%),20 (~0%),0 (~0%),1,1,1,10,1,1,off,off,off,off,1,1,1
05min 05sec,3534304 (14.137ms),27354 (2%),22781 (~0%),154 (3%),59 (~0%),0 (~0%),1,1,1,1,16,1,off,off,off,off,1,1,1
06min 08sec,655180 (2.812ms),90757 (7%),69094 (2%),122 (2%),82 (1%),0 (~0%),1,1,1,1,1,25,off,off,off,off,1,1,1
05min 46sec,704132 (3.022ms),114676 (9%),212239 (8%),122 (2%),82 (1%),0 (~0%),5,1,1,1,1,25,off,off,off,off,1,1,1
05min 10sec,664664 (2.853ms),96959 (8%),80672 (3%),122 (2%),85 (1%),0 (~0%),8,1,1,1,1,25,off,off,off,off,1,1,1
06min 07sec,685444 (2.942ms),152576 (12%),272292 (11%),122 (2%),82 (1%),0 (~0%),10,1,1,1,1,25,off,off,off,off,1,1,1
05min 42sec,1027348 (4.409ms),103259 (8%),69717 (2%),206 (4%),74 (1%),0 (~0%),1,10,1,1,1,25,off,off,off,off,1,1,1
06min 52sec,1027148 (4.408ms),155639 (13%),97906 (4%),226 (5%),103 (1%),0 (~0%),1,20,1,1,1,25,off,off,off,off,1,1,1
07min 32sec,1027168 (4.408ms),181671 (15%),112000 (4%),236 (5%),118 (1%),0 (~0%),1,25,1,1,1,25,off,off,off,off,1,1,1
04min 38sec,655180 (2.812ms),90890 (7%),69138 (2%),122 (2%),82 (1%),0 (~0%),1,1,8,1,1,25,off,off,off,off,1,1,1
04min 45sec,655260 (2.812ms),90917 (7%),69144 (2%),122 (2%),82 (1%),0 (~0%),1,1,10,1,1,25,off,off,off,off,1,1,1
04min 34sec,656136 (2.816ms),92047 (7%),70208 (2%),122 (2%),82 (1%),0 (~0%),80,1,1,1,1,25,off,off,off,off,1,1,1
06min 45sec,1027148 (4.408ms),155690 (13%),97895 (4%),226 (5%),103 (1%),0 (~0%),1,20,8,1,1,25,off,off,off,off,1,1,1
07min 24sec,1027168 (4.408ms),181722 (15%),111989 (4%),236 (5%),118 (1%),0 (~0%),1,25,8,1,1,25,off,off,off,off,1,1,1
04min 33sec,655180 (2.812ms),90889 (7%),69138 (2%),122 (2%),82 (1%),0 (~0%),1,1,16,1,1,25,off,off,off,off,1,1,1
04min 31sec,655260 (2.812ms),90915 (7%),69142 (2%),122 (2%),82 (1%),0 (~0%),1,1,20,1,1,25,off,off,off,off,1,1,1
06min 27sec,681002 (2.923ms),150858 (12%),102442 (4%),122 (2%),106 (1%),0 (~0%),1,1,1,1,16,25,off,off,off,off,1,1,1
06min 37sec,681002 (2.923ms),150991 (12%),102486 (4%),122 (2%),106 (1%),0 (~0%),1,1,8,1,16,25,off,off,off,off,1,1,1
04min 17sec,687180 (2.949ms),78465 (6%),61540 (2%),122 (2%),71 (1%),0 (~0%),1,1,8,1,1,20,off,off,off,off,1,1,1
04min 58sec,673118 (2.889ms),98544 (8%),87797 (3%),122 (2%),85 (1%),0 (~0%),16,1,1,1,1,25,off,off,off,off,1,1,1
05min 56sec,685444 (2.942ms),152714 (12%),272720 (11%),122 (2%),82 (1%),0 (~0%),10,1,8,1,1,25,off,off,off,off,1,1,1
05min 06sec,704792 (3.025ms),98135 (8%),101387 (4%),122 (2%),82 (1%),0 (~0%),4,1,8,1,1,25,off,off,off,off,1,1,1
04min 54sec,664664 (2.853ms),97092 (8%),80716 (3%),122 (2%),85 (1%),0 (~0%),8,1,8,1,1,25,off,off,off,off,1,1,1
05min 01sec,1028428 (4.414ms),72331 (6%),52781 (2%),194 (4%),55 (~0%),0 (~0%),1,4,8,1,1,25,off,off,off,off,1,1,1
04min 24sec,655180 (2.812ms),90888 (7%),69138 (2%),122 (2%),82 (1%),0 (~0%),1,1,4,1,1,25,off,off,off,off,1,1,1
04min 28sec,655180 (2.812ms),90889 (7%),69138 (2%),122 (2%),82 (1%),0 (~0%),1,1,16,1,1,25,off,off,off,off,1,1,1
04min 58sec,633340 (2.707ms),111552 (9%),223497 (9%),122 (2%),82 (1%),0 (~0%),1,1,1,4,1,25,off,off,off,off,1,1,1
05min 24sec,637176 (2.735ms),118449 (10%),235662 (9%),122 (2%),88 (1%),0 (~0%),8,1,1,4,1,25,off,off,off,off,1,1,1
05min 07sec,673808 (2.892ms),109602 (9%),117401 (4%),122 (2%),82 (1%),0 (~0%),20,1,1,1,1,25,off,off,off,off,1,1,1
06min 42sec,998188 (4.266ms),157110 (13%),98362 (4%),258 (5%),103 (1%),0 (~0%),1,20,1,4,1,25,off,off,off,off,1,1,1
07min 24sec,998208 (4.266ms),183142 (15%),112456 (4%),268 (6%),118 (1%),0 (~0%),1,25,1,4,1,25,off,off,off,off,1,1,1
05min 00sec,633340 (2.707ms),111685 (9%),223541 (9%),122 (2%),82 (1%),0 (~0%),1,1,8,4,1,25,off,off,off,off,1,1,1
05min 00sec,633420 (2.707ms),111714 (9%),223547 (9%),122 (2%),82 (1%),0 (~0%),1,1,10,4,1,25,off,off,off,off,1,1,1
04min 34sec,621900 (2.681ms),95315 (8%),71733 (3%),122 (2%),82 (1%),0 (~0%),1,1,1,10,1,25,off,off,off,off,1,1,1
04min 58sec,626700 (2.69ms),111233 (9%),125784 (5%),122 (2%),82 (1%),0 (~0%),1,1,1,20,1,25,off,off,off,off,1,1,1
05min 40sec,645328 (2.77ms),129923 (10%),174091 (7%),122 (2%),82 (1%),0 (~0%),20,1,1,20,1,25,off,off,off,off,1,1,1
06min 47sec,993068 (4.28ms),159432 (13%),99203 (4%),354 (8%),103 (1%),0 (~0%),1,20,1,10,1,25,off,off,off,off,1,1,1
07min 02sec,991468 (4.255ms),173645 (14%),110854 (4%),194 (4%),103 (1%),0 (~0%),1,20,1,20,1,25,off,off,off,off,1,1,1
04min 38sec,621900 (2.681ms),95448 (8%),71777 (3%),122 (2%),82 (1%),0 (~0%),1,1,8,10,1,25,off,off,off,off,1,1,1
04min 58sec,626700 (2.69ms),111366 (9%),125828 (5%),122 (2%),82 (1%),0 (~0%),1,1,8,20,1,25,off,off,off,off,1,1,1
04min 32sec,614900 (2.65ms),95030 (8%),73004 (3%),122 (2%),82 (1%),0 (~0%),1,1,1,10,8,25,off,off,off,off,1,1,1
15min 19sec,697957 (3.008ms),167463 (14%),105671 (4%),122 (2%),209 (3%),0 (~0%),1,1,1,10,10,25,off,off,off,off,1,1,1
04min 13sec,653820 (2.818ms),80410 (6%),64032 (2%),122 (2%),71 (1%),0 (~0%),1,1,1,10,1,20,off,off,off,off,1,1,1
05min 03sec,617728 (2.651ms),103293 (8%),86211 (3%),122 (2%),94 (1%),0 (~0%),8,1,1,10,8,25,off,off,off,off,1,1,1
06min 57sec,993068 (4.28ms),257550 (21%),193725 (8%),314 (7%),523 (7%),0 (~0%),1,20,1,10,8,25,off,off,off,off,1,1,1
07min 37sec,993088 (4.281ms),308130 (26%),231464 (9%),314 (7%),643 (9%),0 (~0%),1,25,1,10,8,25,off,off,off,off,1,1,1
04min 32sec,614900 (2.65ms),95162 (8%),73048 (3%),122 (2%),82 (1%),0 (~0%),1,1,16,10,8,25,off,off,off,off,1,1,1
04min 32sec,614980 (2.651ms),95190 (8%),73052 (3%),122 (2%),82 (1%),0 (~0%),1,1,20,10,8,25,off,off,off,off,1,1,1
04min 27sec,612100 (2.627ms),91557 (7%),73698 (3%),122 (2%),82 (1%),0 (~0%),1,1,1,25,8,25,off,off,off,off,1,1,1
06min 37sec,647722 (2.792ms),157673 (13%),105081 (4%),122 (2%),106 (1%),0 (~0%),1,1,1,10,16,25,off,off,off,off,1,1,1
04min 09sec,646820 (2.788ms),80929 (6%),65760 (2%),122 (2%),74 (1%),0 (~0%),1,1,1,10,8,20,off,off,off,off,1,1,1
05min 01sec,614368 (2.637ms),103404 (8%),89508 (3%),122 (2%),109 (1%),0 (~0%),8,1,1,25,8,25,off,off,off,off,1,1,1
05min 53sec,642364 (2.757ms),153214 (12%),277162 (11%),122 (2%),82 (1%),0 (~0%),10,1,1,25,8,25,off,off,off,off,1,1,1
05min 07sec,615606 (2.642ms),104989 (8%),96633 (4%),122 (2%),109 (1%),0 (~0%),16,1,1,25,8,25,off,off,off,off,1,1,1
06min 13sec,991268 (4.254ms),175159 (14%),133161 (5%),154 (3%),284 (4%),0 (~0%),1,10,1,25,8,25,off,off,off,off,1,1,1
07min 20sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,1,25,8,25,off,off,off,off,1,1,1
08min 01sec,991088 (4.254ms),326839 (27%),246379 (10%),154 (3%),643 (9%),0 (~0%),1,25,1,25,8,25,off,off,off,off,1,1,1
11min 38sec,580040 (2.5ms),233092 (19%),251020 (10%),122 (2%),134 (1%),0 (~0%),1,1,1,25,8,50,off,off,off,off,1,1,1
06min 52sec,637862 (2.749ms),145849 (12%),155195 (6%),122 (2%),259 (3%),0 (~0%),1,1,1,25,8,40,off,off,off,off,1,1,1
14min 58sec,583546 (2.515ms),250531 (21%),325120 (13%),122 (2%),161 (2%),0 (~0%),16,1,1,25,8,50,off,off,off,off,1,1,1
11min 18sec,1010468 (4.355ms),212825 (18%),152789 (6%),186 (4%),311 (4%),0 (~0%),1,10,1,25,8,50,off,off,off,off,1,1,1
12min 34sec,1010268 (4.355ms),313925 (26%),228268 (9%),186 (4%),550 (8%),0 (~0%),1,20,1,25,8,50,off,off,off,off,1,1,1
13min 11sec,1010288 (4.355ms),364505 (30%),266007 (11%),186 (4%),670 (9%),0 (~0%),1,25,1,25,8,50,off,off,off,off,1,1,1
11min 55sec,580040 (2.5ms),233225 (19%),251072 (10%),122 (2%),134 (1%),0 (~0%),1,1,8,25,8,50,off,off,off,off,1,1,1
11min 55sec,580120 (2.501ms),233252 (19%),251077 (10%),122 (2%),134 (1%),0 (~0%),1,1,10,25,8,50,off,off,off,off,1,1,1
35min 14sec,579904 (2.5ms),401653 (33%),460535 (19%),122 (2%),134 (1%),0 (~0%),1,1,1,25,16,50,off,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,25,20,50,off,off,off,off,1,1,1
60min 00sec,,,,,,,16,1,1,25,16,50,off,off,off,off,1,1,1
11min 23sec,1011548 (4.36ms),194842 (16%),137661 (5%),186 (4%),262 (3%),0 (~0%),1,4,1,25,16,50,off,off,off,off,1,1,1
34min 49sec,579904 (2.5ms),401786 (33%),460592 (19%),122 (2%),134 (1%),0 (~0%),1,1,8,25,16,50,off,off,off,off,1,1,1
34min 49sec,579984 (2.5ms),401849 (33%),460596 (19%),122 (2%),134 (1%),0 (~0%),1,1,10,25,16,50,off,off,off,off,1,1,1
34min 39sec,579904 (2.5ms),401785 (33%),460591 (19%),122 (2%),134 (1%),0 (~0%),1,1,16,25,16,50,off,off,off,off,1,1,1
12min 27sec,1010468 (4.355ms),319885 (27%),228049 (9%),186 (4%),551 (8%),0 (~0%),1,10,1,25,16,50,off,off,off,off,1,1,1
38min 23sec,609804 (2.628ms),464304 (39%),664497 (28%),122 (2%),134 (1%),0 (~0%),10,1,1,25,16,50,off,off,off,off,1,1,1
11min 47sec,580120 (2.501ms),233250 (19%),251075 (10%),122 (2%),134 (1%),0 (~0%),1,1,20,25,8,50,off,off,off,off,1,1,1
60min 00sec,,,,,,,8,1,1,25,16,50,off,off,off,off,1,1,1
60min 00sec,,,,,,,8,1,8,25,16,50,off,off,off,off,1,1,1
16min 14sec,1010268 (4.355ms),527513 (44%),378640 (16%),186 (4%),1030 (15%),0 (~0%),1,20,1,25,16,50,off,off,off,off,1,1,1
16min 18sec,1010268 (4.355ms),527533 (44%),378623 (16%),186 (4%),1030 (15%),0 (~0%),1,20,8,25,16,50,off,off,off,off,1,1,1
36min 07sec,579984 (2.5ms),401823 (33%),460594 (19%),122 (2%),134 (1%),0 (~0%),1,1,20,25,16,50,off,off,off,off,1,1,1
07min 14sec,684122 (2.936ms),161002 (13%),178237 (7%),122 (2%),98 (1%),0 (~0%),1,1,1,25,16,20,off,off,off,off,1,1,1
07min 00sec,644922 (2.768ms),151587 (12%),105820 (4%),122 (2%),106 (1%),0 (~0%),1,1,8,25,16,25,off,off,off,off,1,1,1
39min 19sec,628492 (2.709ms),426423 (36%),604317 (25%),122 (2%),134 (1%),0 (~0%),5,1,1,25,16,50,off,off,off,off,1,1,1
37min 20sec,629152 (2.712ms),409856 (34%),493416 (20%),122 (2%),134 (1%),0 (~0%),4,1,8,25,16,50,off,off,off,off,1,1,1
18min 09sec,1010288 (4.355ms),631253 (53%),453934 (19%),186 (4%),1270 (18%),0 (~0%),1,25,1,25,16,50,off,off,off,off,1,1,1
12min 41sec,1010468 (4.355ms),319905 (27%),228032 (9%),186 (4%),551 (8%),0 (~0%),1,10,8,25,16,50,off,off,off,off,1,1,1
36min 30sec,579984 (2.5ms),401823 (33%),460594 (19%),122 (2%),134 (1%),0 (~0%),1,1,20,25,16,50,off,off,off,off,1,1,1
36min 18sec,580304 (2.501ms),401504 (33%),459575 (19%),122 (2%),134 (1%),0 (~0%),1,1,1,20,16,50,off,off,off,off,1,1,1
12min 36sec,581040 (2.504ms),240410 (20%),250319 (10%),122 (2%),134 (1%),0 (~0%),1,1,1,25,4,50,off,off,off,off,1,1,1
07min 05sec,644922 (2.768ms),151454 (12%),105776 (4%),122 (2%),106 (1%),0 (~0%),1,1,1,25,16,25,off,off,off,off,1,1,1
37min 45sec,598168 (2.578ms),421325 (35%),509413 (21%),122 (2%),134 (1%),0 (~0%),20,1,1,25,16,50,off,off,off,off,1,1,1
24min 58sec,1010384 (4.355ms),1623845 (137%),1378181 (58%),186 (4%),4870 (71%),0 (~0%),1,100,1,25,16,50,off,off,off,off,1,1,1
36min 28sec,274095 (1.176ms),446914 (37%),424304 (17%),322 (7%),550 (8%),0 (~0%),1,1,8,25,16,100,off,off,off,off,1,1,1
45min 50sec,609804 (2.628ms),464397 (39%),664426 (28%),122 (2%),134 (1%),0 (~0%),10,1,8,25,16,50,off,off,off,off,1,1,1
11min 07sec,1011548 (4.36ms),194862 (16%),137644 (5%),186 (4%),262 (3%),0 (~0%),1,4,8,25,16,50,off,off,off,off,1,1,1
36min 06sec,579904 (2.5ms),401784 (33%),460596 (19%),122 (2%),134 (1%),0 (~0%),1,1,4,25,16,50,off,off,off,off,1,1,1
35min 16sec,579904 (2.5ms),401783 (33%),460597 (19%),122 (2%),134 (1%),0 (~0%),1,1,2,25,16,50,off,off,off,off,1,1,1
11min 16sec,1011190 (4.359ms),215726 (18%),152734 (6%),186 (4%),312 (4%),0 (~0%),1,5,1,25,16,50,off,off,off,off,1,1,1
58min 54sec,277237 (1.19ms),470994 (39%),447810 (18%),322 (7%),577 (8%),0 (~0%),16,1,8,25,16,100,off,off,off,off,1,1,1
37min 44sec,580496 (2.502ms),403975 (34%),462220 (19%),122 (2%),134 (1%),0 (~0%),80,1,1,25,16,50,off,off,off,off,1,1,1
60min 00sec,,,,,,,1,25,8,25,16,100,off,off,off,off,1,1,1
36min 14sec,579904 (2.5ms),401653 (33%),460535 (19%),122 (2%),134 (1%),0 (~0%),1,1,80,25,16,50,off,off,off,off,1,1,1
60min 00sec,,,,,,,1,10,8,25,16,100,off,off,off,off,1,1,1
37min 10sec,274095 (1.176ms),446913 (37%),424304 (17%),322 (7%),550 (8%),0 (~0%),1,1,16,25,16,100,off,off,off,off,1,1,1
37min 15sec,274095 (1.176ms),446946 (37%),424303 (17%),322 (7%),550 (8%),0 (~0%),1,1,20,25,16,100,off,off,off,off,1,1,1
36min 42sec,579984 (2.5ms),401872 (33%),460597 (19%),122 (2%),134 (1%),0 (~0%),1,1,5,25,16,50,off,off,off,off,1,1,1
58min 14sec,275999 (1.185ms),469410 (39%),440686 (18%),322 (7%),577 (8%),0 (~0%),8,1,8,25,16,100,off,off,off,off,1,1,1
38min 51sec,285959 (1.227ms),466554 (39%),473181 (20%),322 (7%),550 (8%),0 (~0%),20,1,8,25,16,100,off,off,off,off,1,1,1
58min 09sec,275999 (1.185ms),469409 (39%),440686 (18%),322 (7%),577 (8%),0 (~0%),8,1,16,25,16,100,off,off,off,off,1,1,1
60min 00sec,,,,,,,1,5,8,25,16,100,off,off,off,off,1,1,1
60min 00sec,,,,,,,1,10,16,25,16,100,off,off,off,off,1,1,1
37min 25sec,274095 (1.176ms),446950 (37%),424316 (17%),322 (7%),550 (8%),0 (~0%),1,1,10,25,16,100,off,off,off,off,1,1,1
37min 51sec,274495 (1.173ms),446767 (37%),423344 (17%),322 (7%),550 (8%),0 (~0%),1,1,16,20,16,100,off,off,off,off,1,1,1
06min 40sec,644922 (2.768ms),151586 (12%),105820 (4%),122 (2%),106 (1%),0 (~0%),1,1,16,25,16,25,off,off,off,off,1,1,1
03min 09sec,3541441 (14.166ms),15031 (1%),12550 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,1,1
04min 18sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
