compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PIPE__L0,__PIPE__L1,__PIPE__L2,__TILE__L0,__TILE__L1,__TILE__L2
03min 47sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,1,8,1,1,off,off,off,1,1,1
03min 48sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),40,1,11,1,1,off,off,off,1,1,1
03min 55sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),40,1,1,8,1,off,off,off,1,1,1
05min 45sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,1,11,off,off,off,1,1,1
03min 46sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),2,1,1,1,1,off,off,off,1,1,1
03min 46sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,1,1
03min 47sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),8,1,1,1,1,off,off,off,1,1,1
03min 53sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),1,2,1,1,1,off,off,off,1,1,1
03min 53sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),1,4,1,1,1,off,off,off,1,1,1
03min 53sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,8,1,1,1,off,off,off,1,1,1
03min 50sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),1,1,1,2,1,off,off,off,1,1,1
03min 49sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
03min 46sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),8,1,1,1,1,off,off,off,1,1,1
03min 51sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),40,4,1,1,1,off,off,off,1,1,1
14min 13sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
03min 58sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),40,1,1,8,1,off,off,off,1,1,1
03min 15sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,1,1
04min 59sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),40,1,1,1,1,off,off,off,1,1,1
05min 05sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),1,22,1,1,1,off,off,off,1,1,1
05min 13sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,8,1,off,off,off,1,1,1
07min 04sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),1,1,1,11,1,off,off,off,1,1,1
15min 13sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,1,22,off,off,off,1,1,1
03min 17sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),10,1,1,1,1,off,off,off,1,1,1
03min 24sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),40,11,1,1,1,off,off,off,1,1,1
03min 25sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),40,1,22,1,1,off,off,off,1,1,1
13min 53sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,22,1,off,off,off,1,1,1
05min 23sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),40,1,1,1,11,off,off,off,1,1,1
03min 33sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),40,1,1,1,8,off,off,off,1,1,1
03min 34sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),5,1,1,1,1,off,off,off,1,1,1
03min 40sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,8,1,1,1,off,off,off,1,1,1
03min 35sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),40,1,8,1,1,off,off,off,1,1,1
14min 09sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,22,1,off,off,off,1,1,1
13min 59sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),40,1,1,1,22,off,off,off,1,1,1
03min 34sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),40,22,1,1,1,off,off,off,1,1,1
60min 00sec,,,,,,,40,1,1,1,88,off,off,off,1,1,1
03min 34sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,8,1,1,1,off,off,off,1,1,1
03min 38sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),1,1,11,1,1,off,off,off,1,1,1
03min 34sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),40,1,11,1,1,off,off,off,1,1,1
03min 26sec,2797764 (12.164ms),15846 (1%),12968 (~0%),262 (6%),22 (~0%),0 (~0%),40,88,1,1,1,off,off,off,1,1,1
03min 31sec,2797804 (12.164ms),15851 (1%),12969 (~0%),262 (6%),22 (~0%),0 (~0%),40,1,88,1,1,off,off,off,1,1,1
03min 32sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),1,11,1,1,1,off,off,off,1,1,1
03min 36sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,1,8,1,1,off,off,off,1,1,1
03min 45sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),40,1,1,8,1,off,off,off,1,1,1
03min 36sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),40,1,1,4,1,off,off,off,1,1,1
03min 31sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
03min 36sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),1,1,1,2,1,off,off,off,1,1,1
03min 49sec,2797764 (12.164ms),15846 (1%),12968 (~0%),262 (6%),22 (~0%),0 (~0%),1,88,1,1,1,off,off,off,1,1,1
03min 44sec,2797804 (12.164ms),15851 (1%),12969 (~0%),262 (6%),22 (~0%),0 (~0%),1,1,88,1,1,off,off,off,1,1,1
60min 00sec,,,,,,,40,1,1,88,1,off,off,off,1,1,1
03min 43sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),20,1,1,1,1,off,off,off,1,1,1
03min 50sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),40,1,4,1,1,off,off,off,1,1,1
09min 57sec,4250561 (18.243ms),342125 (28%),538665 (22%),1108 (25%),1241 (18%),0 (~0%),40,1,1,1,1,off,flatten,off,1,4,1
05min 15sec,3944281 (15.777ms),296924 (25%),261678 (11%),1262 (29%),1789 (26%),0 (~0%),40,1,1,1,1,off,flatten,off,1,1,4
04min 05sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),1,4,1,1,1,off,off,off,1,1,1
04min 07sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),40,2,1,1,1,off,off,off,1,1,1
04min 05sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),40,4,1,1,1,off,off,off,1,1,1
04min 07sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),40,1,2,1,1,off,off,off,1,1,1
03min 59sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),40,1,1,2,1,off,off,off,1,1,1
04min 03sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),40,1,1,1,2,off,off,off,1,1,1
04min 05sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),40,1,1,1,4,off,off,off,1,1,1
03min 54sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,1,1
03min 57sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),1,2,1,1,1,off,off,off,1,1,1
04min 02sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),1,1,2,1,1,off,off,off,1,1,1
03min 56sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),1,1,4,1,1,off,off,off,1,1,1
04min 09sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,1,8,off,off,off,1,1,1
06min 08sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),1,1,1,1,11,off,off,off,1,1,1
03min 19sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),1,1,1,1,2,off,off,off,1,1,1
03min 24sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
03min 19sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),2,1,1,1,1,off,off,off,1,1,1
04min 45sec,4000281 (16.001ms),296926 (25%),261675 (11%),1262 (29%),1789 (26%),0 (~0%),40,1,1,88,1,off,off,off,1,1,2
03min 20sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),2,1,1,1,1,off,off,off,1,1,1
09min 40sec,4250601 (18.243ms),342130 (28%),538666 (22%),1108 (25%),1241 (18%),0 (~0%),40,1,1,1,1,off,off,flatten,1,1,4
60min 00sec,,,,,,,1,1,1,88,1,off,off,off,2,1,1
60min 00sec,,,,,,,1,1,1,88,1,off,off,off,4,1,1
60min 00sec,,,,,,,1,1,1,88,1,off,off,off,8,1,1
60min 00sec,,,,,,,40,1,1,88,1,off,off,off,2,1,1
60min 00sec,,,,,,,40,1,1,88,1,off,off,off,4,1,1
60min 00sec,,,,,,,40,1,1,88,1,off,off,off,8,1,1
04min 43sec,3944241 (15.777ms),296919 (25%),261677 (11%),1262 (29%),1789 (26%),0 (~0%),40,1,1,1,88,off,off,off,1,4,1
04min 44sec,3937841 (15.751ms),296923 (25%),261679 (11%),1268 (29%),1789 (26%),0 (~0%),40,1,1,1,88,off,off,off,1,8,1
03min 30sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,1,1
04min 49sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),8,1,1,1,1,off,off,off,1,1,1
04min 58sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),1,11,1,1,1,off,off,off,1,1,1
04min 58sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),1,1,2,1,1,off,off,off,1,1,1
06min 52sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),1,1,1,1,11,off,off,off,1,1,1
04min 48sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,1,1
05min 55sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),1,1,1,11,1,off,off,off,1,1,1
03min 50sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),1,1,4,1,1,off,off,off,1,1,1
03min 46sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),8,8,1,1,1,off,off,off,1,1,1
03min 01sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,1,1
03min 25sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),2,1,1,1,1,off,off,off,1,1,1
03min 25sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,1,1
02min 57sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),1,22,1,1,1,off,off,off,1,1,1
02min 57sec,2627004 (13.135ms),19099 (1%),16418 (~0%),230 (5%),43 (~0%),2 (~0%),1,1,22,1,1,off,off,off,1,1,1
04min 56sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),1,1,1,11,1,off,off,off,1,1,1
12min 51sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,1,22,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,1,off,flatten,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,1,off,off,flatten,1,1,1
03min 24sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),5,1,1,1,1,off,off,off,1,1,1
04min 16sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),8,1,1,1,1,off,off,off,1,1,1
04min 12sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),1,4,1,1,1,off,off,off,1,1,1
02min 57sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,8,1,1,1,off,off,off,1,1,1
04min 13sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),1,1,4,1,1,off,off,off,1,1,1
03min 25sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),1,1,8,1,1,off,off,off,1,1,1
03min 15sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
03min 57sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,1,8,off,off,off,1,1,1
03min 27sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),20,1,1,1,1,off,off,off,1,1,1
04min 22sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),1,11,1,1,1,off,off,off,1,1,1
03min 27sec,2797804 (12.164ms),15851 (1%),12969 (~0%),262 (6%),22 (~0%),0 (~0%),1,1,88,1,1,off,off,off,1,1,1
03min 04sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),1,1,1,8,1,off,off,off,1,1,1
03min 19sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
02min 50sec,625124 (2.5ms),14761 (1%),14897 (~0%),124 (2%),20 (~0%),0 (~0%),40,1,1,1,1,off,off,off,1,1,1
03min 27sec,2797764 (12.164ms),15846 (1%),12968 (~0%),262 (6%),22 (~0%),0 (~0%),1,88,1,1,1,off,off,off,1,1,1
04min 22sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),1,1,11,1,1,off,off,off,1,1,1
12min 44sec,948924 (3.796ms),129737 (10%),94072 (3%),220 (5%),440 (6%),0 (~0%),1,1,1,22,1,off,off,off,1,1,1
05min 33sec,963004 (3.852ms),69050 (5%),52538 (2%),156 (3%),220 (3%),0 (~0%),1,1,1,1,11,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,1,flatten,off,off,1,1,1
03min 31sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),1,2,1,1,1,off,off,off,1,1,1
04min 19sec,2513404 (11.425ms),21186 (1%),17987 (~0%),236 (5%),43 (~0%),0 (~0%),1,3,1,1,1,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,88,1,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,88,off,off,off,1,1,1
04min 01sec,2539004 (11.541ms),22385 (1%),18924 (~0%),236 (5%),43 (~0%),0 (~0%),1,5,1,1,1,off,off,off,1,1,1
04min 18sec,2513364 (11.424ms),21180 (1%),17986 (~0%),236 (5%),43 (~0%),0 (~0%),1,1,3,1,1,off,off,off,1,1,1
03min 04sec,2769164 (13.915ms),19178 (1%),15845 (~0%),230 (5%),42 (~0%),2 (~0%),1,1,44,1,1,off,off,off,1,1,1
03min 03sec,1247044 (4.988ms),23408 (1%),22489 (~0%),124 (2%),60 (~0%),0 (~0%),1,1,1,3,1,off,off,off,1,1,1
04min 21sec,2555204 (11.615ms),22253 (1%),18860 (~0%),240 (5%),44 (~0%),0 (~0%),1,7,1,1,1,off,off,off,1,1,1
03min 25sec,2549124 (11.587ms),22253 (1%),18860 (~0%),240 (5%),44 (~0%),0 (~0%),1,6,1,1,1,off,off,off,1,1,1
03min 02sec,2580284 (11.729ms),22296 (1%),18934 (~0%),242 (5%),44 (~0%),0 (~0%),1,9,1,1,1,off,off,off,1,1,1
03min 31sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),1,1,2,1,1,off,off,off,1,1,1
03min 11sec,2590804 (11.776ms),22289 (1%),18933 (~0%),242 (5%),43 (~0%),0 (~0%),1,10,1,1,1,off,off,off,1,1,1
03min 10sec,2586604 (12.933ms),22492 (1%),18100 (~0%),232 (5%),42 (~0%),2 (~0%),1,12,1,1,1,off,off,off,1,1,1
03min 10sec,2797964 (14.06ms),22298 (1%),18947 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,33,1,1,off,off,off,1,1,1
03min 02sec,2629044 (13.145ms),22555 (1%),18120 (~0%),234 (5%),42 (~0%),2 (~0%),1,1,16,1,1,off,off,off,1,1,1
03min 02sec,2799964 (14.07ms),22698 (1%),18374 (~0%),230 (5%),42 (~0%),3 (~0%),1,1,32,1,1,off,off,off,1,1,1
03min 20sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),1,1,1,2,1,off,off,off,1,1,1
03min 25sec,1089684 (4.359ms),17978 (1%),17782 (~0%),124 (2%),40 (~0%),0 (~0%),1,1,1,1,2,off,off,off,1,1,1
03min 13sec,2614324 (13.072ms),22277 (1%),18931 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,17,1,1,off,off,off,1,1,1
03min 11sec,2629044 (13.145ms),22555 (1%),18120 (~0%),234 (5%),42 (~0%),2 (~0%),1,1,16,1,1,off,off,off,1,1,1
03min 09sec,1247044 (4.988ms),23408 (1%),22489 (~0%),124 (2%),60 (~0%),0 (~0%),1,1,1,3,1,off,off,off,1,1,1
03min 22sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 59sec,1180164 (4.721ms),45021 (3%),38350 (1%),124 (2%),140 (2%),0 (~0%),1,1,1,7,1,off,off,off,1,1,1
03min 20sec,2618324 (13.092ms),22266 (1%),18871 (~0%),234 (5%),43 (~0%),2 (~0%),1,13,1,1,1,off,off,off,1,1,1
04min 38sec,1180164 (4.721ms),64235 (5%),46494 (1%),156 (3%),180 (2%),0 (~0%),1,1,1,9,1,off,off,off,1,1,1
03min 15sec,2797964 (14.06ms),22298 (1%),18947 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,33,1,1,off,off,off,1,1,1
03min 47sec,1180164 (4.721ms),60924 (5%),49845 (2%),156 (3%),200 (2%),0 (~0%),1,1,1,10,1,off,off,off,1,1,1
04min 25sec,1166084 (4.664ms),69260 (5%),57774 (2%),156 (3%),240 (3%),0 (~0%),1,1,1,12,1,off,off,off,1,1,1
03min 07sec,2599364 (12.997ms),22257 (1%),18864 (~0%),232 (5%),43 (~0%),2 (~0%),1,14,1,1,1,off,off,off,1,1,1
03min 12sec,2599324 (12.997ms),22252 (1%),18863 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,14,1,1,off,off,off,1,1,1
03min 15sec,1187204 (4.749ms),38508 (3%),34219 (1%),124 (2%),120 (1%),0 (~0%),1,1,1,6,1,off,off,off,1,1,1
03min 13sec,2555164 (11.614ms),22248 (1%),18859 (~0%),240 (5%),44 (~0%),0 (~0%),1,1,7,1,1,off,off,off,1,1,1
03min 20sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 23sec,2538964 (11.541ms),22380 (1%),18923 (~0%),236 (5%),43 (~0%),0 (~0%),1,1,5,1,1,off,off,off,1,1,1
03min 25sec,2549084 (11.587ms),22248 (1%),18859 (~0%),240 (5%),44 (~0%),0 (~0%),1,1,6,1,1,off,off,off,1,1,1
03min 26sec,2599324 (12.997ms),22252 (1%),18863 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,14,1,1,off,off,off,1,1,1
03min 35sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 06sec,2769164 (13.915ms),19178 (1%),15845 (~0%),230 (5%),42 (~0%),2 (~0%),1,44,1,1,1,off,off,off,1,1,1
03min 11sec,2644284 (13.221ms),22277 (1%),18930 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,21,1,1,off,off,off,1,1,1
03min 11sec,2590764 (11.776ms),22284 (1%),18932 (~0%),242 (5%),43 (~0%),0 (~0%),1,1,10,1,1,off,off,off,1,1,1
03min 25sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 13sec,2629084 (13.145ms),22560 (1%),18121 (~0%),234 (5%),42 (~0%),2 (~0%),1,16,1,1,1,off,off,off,1,1,1
03min 13sec,2701924 (13.578ms),22265 (1%),18878 (~0%),234 (5%),43 (~0%),2 (~0%),1,1,26,1,1,off,off,off,1,1,1
03min 14sec,2555164 (11.614ms),22248 (1%),18859 (~0%),240 (5%),44 (~0%),0 (~0%),1,1,7,1,1,off,off,off,1,1,1
03min 09sec,2580244 (11.728ms),22291 (1%),18933 (~0%),242 (5%),44 (~0%),0 (~0%),1,1,9,1,1,off,off,off,1,1,1
03min 15sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 11sec,2643764 (13.219ms),22265 (1%),18875 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,15,1,1,off,off,off,1,1,1
03min 10sec,2654804 (13.274ms),22551 (1%),18121 (~0%),234 (5%),42 (~0%),2 (~0%),1,20,1,1,1,off,off,off,1,1,1
03min 11sec,2665244 (13.326ms),22290 (1%),18942 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,19,1,1,off,off,off,1,1,1
03min 30sec,2643804 (13.219ms),22270 (1%),18876 (~0%),230 (5%),43 (~0%),3 (~0%),1,15,1,1,1,off,off,off,1,1,1
03min 30sec,2618284 (13.091ms),22261 (1%),18870 (~0%),234 (5%),43 (~0%),2 (~0%),1,1,13,1,1,off,off,off,1,1,1
03min 38sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
03min 09sec,2586564 (12.933ms),22487 (1%),18099 (~0%),232 (5%),42 (~0%),2 (~0%),1,1,12,1,1,off,off,off,1,1,1
03min 10sec,2675724 (13.379ms),22290 (1%),18942 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,18,1,1,off,off,off,1,1,1
03min 06sec,1247044 (4.988ms),23408 (1%),22489 (~0%),124 (2%),60 (~0%),0 (~0%),1,1,1,3,1,off,off,off,1,1,1
03min 12sec,2629084 (13.145ms),22560 (1%),18121 (~0%),234 (5%),42 (~0%),2 (~0%),1,16,1,1,1,off,off,off,1,1,1
03min 12sec,2708164 (13.609ms),22269 (1%),18883 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,25,1,1,off,off,off,1,1,1
03min 12sec,2614364 (13.072ms),22282 (1%),18932 (~0%),232 (5%),43 (~0%),2 (~0%),1,17,1,1,1,off,off,off,1,1,1
03min 12sec,2654764 (13.274ms),22546 (1%),18120 (~0%),234 (5%),42 (~0%),2 (~0%),1,1,20,1,1,off,off,off,1,1,1
04min 35sec,1180164 (4.721ms),64235 (5%),46494 (1%),156 (3%),180 (2%),0 (~0%),1,1,1,9,1,off,off,off,1,1,1
06min 56sec,1183684 (4.735ms),82597 (6%),61605 (2%),156 (3%),260 (3%),0 (~0%),1,1,1,13,1,off,off,off,1,1,1
03min 13sec,2695684 (13.546ms),22261 (1%),18877 (~0%),234 (5%),43 (~0%),2 (~0%),1,1,27,1,1,off,off,off,1,1,1
03min 08sec,2676644 (13.45ms),21083 (1%),18002 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,29,1,1,off,off,off,1,1,1
03min 10sec,2599324 (12.997ms),22252 (1%),18863 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,14,1,1,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,44,1,off,off,off,1,1,1
03min 11sec,2654764 (13.274ms),22546 (1%),18120 (~0%),234 (5%),42 (~0%),2 (~0%),1,1,20,1,1,off,off,off,1,1,1
03min 28sec,1180164 (4.721ms),45021 (3%),38350 (1%),124 (2%),140 (2%),0 (~0%),1,1,1,7,1,off,off,off,1,1,1
03min 08sec,2599324 (12.997ms),22252 (1%),18863 (~0%),232 (5%),43 (~0%),2 (~0%),1,1,14,1,1,off,off,off,1,1,1
04min 25sec,690581 (2.762ms),14791 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,2,1,1
03min 17sec,2586604 (12.933ms),22492 (1%),18100 (~0%),232 (5%),42 (~0%),2 (~0%),1,12,1,1,1,off,off,off,1,1,1
03min 17sec,2689444 (13.515ms),22616 (1%),18345 (~0%),232 (5%),42 (~0%),2 (~0%),1,1,28,1,1,off,off,off,1,1,1
03min 26sec,1187204 (4.749ms),38508 (3%),34219 (1%),124 (2%),120 (1%),0 (~0%),1,1,1,6,1,off,off,off,1,1,1
03min 10sec,2801964 (14.08ms),22269 (1%),18884 (~0%),230 (5%),43 (~0%),3 (~0%),1,1,31,1,1,off,off,off,1,1,1
03min 18sec,1194244 (4.777ms),36862 (3%),30805 (1%),124 (2%),100 (1%),0 (~0%),1,1,1,5,1,off,off,off,1,1,1
04min 06sec,4306681 (17.227ms),20380 (1%),14011 (~0%),374 (8%),50 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,1,2
03min 12sec,2580284 (11.729ms),22296 (1%),18934 (~0%),242 (5%),44 (~0%),0 (~0%),1,9,1,1,1,off,off,off,1,1,1
