compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PIPE__L0,__TILE__L0
04min 06sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
03min 46sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 33sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
03min 45sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 48sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 34sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
03min 47sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 29sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
03min 52sec,1045614 (4.182ms),21247 (1%),19548 (~0%),226 (5%),46 (~0%),0 (~0%),1,1,4,off,1
04min 13sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
03min 53sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 46sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
04min 03sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
04min 04sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 51sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
04min 11sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
03min 44sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 30sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
03min 49sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 40sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
03min 54sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
04min 14sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
03min 54sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 58sec,1045614 (4.182ms),21247 (1%),19548 (~0%),226 (5%),46 (~0%),0 (~0%),1,1,4,off,1
03min 49sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 50sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 36sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
04min 15sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
03min 42sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 28sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
03min 32sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
04min 46sec,1002713 (4.011ms),28238 (2%),32191 (1%),290 (6%),80 (1%),0 (~0%),1,1,7,off,1
04min 48sec,1002713 (4.011ms),28238 (2%),32191 (1%),290 (6%),80 (1%),0 (~0%),1,1,7,off,1
03min 27sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
04min 09sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
03min 39sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
04min 05sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
04min 50sec,1002713 (4.011ms),28238 (2%),32191 (1%),290 (6%),80 (1%),0 (~0%),1,1,7,off,1
03min 52sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 59sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 59sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 43sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
03min 56sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 57sec,1170804 (4.683ms),21723 (1%),18619 (~0%),226 (5%),13 (~0%),0 (~0%),1,1,3,off,1
03min 49sec,1041203 (4.165ms),22440 (1%),16104 (~0%),334 (7%),26 (~0%),4 (~0%),25,1,1,off,1
04min 02sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
04min 27sec,1007405 (4.03ms),30833 (2%),35372 (1%),418 (9%),119 (1%),0 (~0%),1,1,9,off,1
04min 06sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 48sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 44sec,1025724 (4.103ms),24523 (2%),23966 (1%),290 (6%),91 (1%),0 (~0%),1,1,8,off,1
03min 45sec,1026138 (4.105ms),23575 (1%),17050 (~0%),348 (8%),26 (~0%),4 (~0%),20,1,1,off,1
03min 44sec,1131805 (4.527ms),17502 (1%),14556 (~0%),226 (5%),13 (~0%),0 (~0%),1,1,1,off,1
05min 49sec,1133319 (4.533ms),16007 (1%),12171 (~0%),206 (4%),16 (~0%),0 (~0%),13,1,1,off,1
06min 28sec,422005 (1.803ms),19868 (1%),18112 (~0%),460 (10%),30 (~0%),0 (~0%),1,10,1,off,1
06min 08sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 22sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
05min 09sec,1163804 (4.655ms),22917 (1%),25606 (1%),298 (6%),56 (~0%),0 (~0%),1,1,5,off,1
08min 59sec,423129 (1.808ms),18335 (1%),15716 (~0%),440 (10%),32 (~0%),0 (~0%),3,10,1,off,1
08min 55sec,422739 (1.807ms),18329 (1%),15703 (~0%),440 (10%),32 (~0%),0 (~0%),5,10,1,off,1
09min 21sec,423321 (1.809ms),18632 (1%),15782 (~0%),442 (10%),32 (~0%),0 (~0%),6,10,1,off,1
11min 08sec,349074 (1.505ms),191967 (16%),351129 (14%),982 (22%),3746 (54%),0 (~0%),1,410,1,off,1
07min 33sec,633774 (2.535ms),20524 (1%),16928 (~0%),232 (5%),13 (~0%),0 (~0%),1,3,1,off,1
09min 06sec,342055 (1.462ms),19345 (1%),19405 (~0%),460 (10%),30 (~0%),0 (~0%),1,10,2,off,1
08min 30sec,454020 (1.94ms),24166 (2%),27973 (1%),564 (13%),57 (~0%),0 (~0%),1,10,5,off,1
80min 00sec,,,,,,,1,10,1,flatten,1
07min 09sec,660705 (2.824ms),17636 (1%),17139 (~0%),286 (6%),18 (~0%),0 (~0%),2,5,1,off,1
07min 07sec,661060 (2.825ms),16149 (1%),15107 (~0%),266 (6%),18 (~0%),0 (~0%),3,5,1,off,1
07min 05sec,660670 (2.823ms),16143 (1%),15094 (~0%),266 (6%),18 (~0%),0 (~0%),5,5,1,off,1
11min 11sec,349074 (1.505ms),191967 (16%),351129 (14%),982 (22%),3746 (54%),0 (~0%),1,410,1,off,1
07min 14sec,579974 (2.479ms),17515 (1%),18063 (~0%),318 (7%),23 (~0%),0 (~0%),1,5,2,off,1
07min 27sec,532021 (2.274ms),22841 (1%),25920 (1%),414 (9%),57 (~0%),0 (~0%),1,5,5,off,1
07min 12sec,516042 (2.205ms),27046 (2%),34089 (1%),574 (13%),128 (1%),0 (~0%),1,5,10,off,1
10min 21sec,343371 (1.467ms),18109 (1%),17075 (~0%),442 (10%),32 (~0%),0 (~0%),6,10,2,off,1
10min 17sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
09min 59sec,343179 (1.467ms),17836 (1%),16999 (~0%),440 (10%),33 (~0%),0 (~0%),13,10,2,off,1
12min 18sec,269124 (1.16ms),191454 (16%),352422 (14%),982 (22%),3746 (54%),0 (~0%),1,410,2,off,1
80min 00sec,,,,,,,1,10,410,off,1
80min 00sec,,,,,,,1,10,2,flatten,1
14min 13sec,554738 (2.381ms),30700 (2%),69957 (2%),484 (11%),34 (~0%),0 (~0%),1,10,2,off,4
12min 41sec,365729 (1.57ms),26863 (2%),29248 (1%),480 (11%),34 (~0%),2 (~0%),1,10,2,off,8
12min 37sec,348247 (1.501ms),190628 (16%),348607 (14%),962 (22%),3747 (54%),0 (~0%),3,410,1,off,1
12min 30sec,348247 (1.501ms),190627 (16%),348595 (14%),962 (22%),3747 (54%),0 (~0%),5,410,1,off,1
13min 04sec,349609 (1.507ms),190678 (16%),348684 (14%),964 (22%),3747 (54%),0 (~0%),6,410,1,off,1
09min 36sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
06min 58sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
07min 35sec,633774 (2.535ms),20524 (1%),16928 (~0%),232 (5%),13 (~0%),0 (~0%),1,3,1,off,1
12min 28sec,269124 (1.16ms),191454 (16%),352422 (14%),982 (22%),3746 (54%),0 (~0%),1,410,2,off,1
12min 27sec,381074 (1.643ms),194893 (16%),358749 (15%),1086 (25%),3746 (54%),0 (~0%),1,410,5,off,1
05min 47sec,1051855 (4.207ms),17766 (1%),16679 (~0%),226 (5%),24 (~0%),0 (~0%),1,1,2,off,1
06min 19sec,406791 (1.738ms),29134 (2%),27924 (1%),660 (15%),59 (~0%),0 (~0%),1,20,1,off,1
07min 08sec,394310 (1.692ms),50980 (4%),46381 (1%),1164 (26%),136 (1%),0 (~0%),1,50,1,off,1
09min 20sec,396650 (1.71ms),77310 (6%),123993 (5%),148 (3%),269 (3%),64 (6%),1,100,1,off,1
04min 39sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
04min 12sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 19sec,661060 (2.825ms),16145 (1%),15102 (~0%),266 (6%),18 (~0%),0 (~0%),15,5,1,off,1
06min 20sec,343179 (1.467ms),17810 (1%),17006 (~0%),440 (10%),32 (~0%),0 (~0%),15,10,2,off,1
04min 06sec,278107 (1.188ms),27091 (2%),33810 (1%),716 (16%),128 (1%),0 (~0%),1,10,10,off,1
07min 02sec,768005 (3.282ms),26944 (2%),48020 (2%),460 (10%),32 (~0%),0 (~0%),1,10,2,off,2
07min 39sec,388963 (1.669ms),49856 (4%),43852 (1%),1144 (26%),138 (2%),4 (~0%),5,50,1,off,1
07min 57sec,391455 (1.68ms),50154 (4%),43917 (1%),1146 (26%),138 (2%),4 (~0%),10,50,1,off,1
07min 40sec,393311 (1.688ms),49950 (4%),43920 (1%),1144 (26%),140 (2%),4 (~0%),13,50,1,off,1
06min 36sec,406791 (1.738ms),29134 (2%),27924 (1%),660 (15%),59 (~0%),0 (~0%),1,20,1,off,1
09min 48sec,396650 (1.71ms),77310 (6%),123993 (5%),148 (3%),269 (3%),64 (6%),1,100,1,off,1
07min 29sec,314360 (1.349ms),50457 (4%),47674 (2%),1164 (26%),136 (1%),0 (~0%),1,50,2,off,1
06min 58sec,428253 (1.838ms),55211 (4%),54008 (2%),1268 (29%),136 (1%),0 (~0%),1,50,5,off,1
09min 12sec,268297 (1.156ms),190114 (16%),349900 (14%),962 (22%),3747 (54%),0 (~0%),3,410,2,off,1
09min 08sec,268297 (1.156ms),190113 (16%),349888 (14%),962 (22%),3747 (54%),0 (~0%),5,410,2,off,1
09min 27sec,269659 (1.162ms),190165 (16%),349977 (14%),964 (22%),3747 (54%),0 (~0%),6,410,2,off,1
06min 05sec,654835 (2.619ms),35215 (2%),21409 (~0%),226 (5%),24 (~0%),0 (~0%),1,2,2,off,1
07min 50sec,314360 (1.349ms),50457 (4%),47674 (2%),1164 (26%),136 (1%),0 (~0%),1,50,2,off,1
09min 30sec,205176 (0.884ms),194354 (16%),361129 (15%),1238 (28%),3762 (55%),0 (~0%),1,410,10,off,1
08min 09sec,307373 (1.319ms),49302 (4%),45159 (1%),1160 (26%),140 (2%),0 (~0%),3,50,2,off,1
08min 04sec,307988 (1.322ms),49333 (4%),45145 (1%),1144 (26%),138 (2%),4 (~0%),5,50,2,off,1
08min 23sec,309455 (1.328ms),49631 (4%),45210 (1%),1146 (26%),138 (2%),4 (~0%),10,50,2,off,1
08min 25sec,250412 (1.075ms),53281 (4%),56381 (2%),1420 (32%),152 (2%),0 (~0%),1,50,10,off,1
80min 00sec,,,,,,,1,50,410,off,1
10min 50sec,205176 (0.884ms),195080 (16%),361220 (15%),1238 (28%),3763 (55%),0 (~0%),2,410,10,off,1
10min 52sec,204337 (0.881ms),192973 (16%),358607 (15%),1218 (28%),3763 (55%),0 (~0%),3,410,10,off,1
10min 48sec,204337 (0.881ms),192972 (16%),358595 (15%),1218 (28%),3763 (55%),0 (~0%),5,410,10,off,1
08min 19sec,590887 (2.364ms),44364 (3%),36790 (1%),482 (11%),128 (1%),0 (~0%),1,2,10,off,1
80min 00sec,,,,,,,1,410,410,off,1
80min 00sec,,,,,,,1,410,10,flatten,1
22min 50sec,431685 (1.861ms),854983 (72%),1163895 (49%),1236 (28%),9127 (133%),0 (~0%),1,410,10,off,4
09min 11sec,231991 (0.996ms),60559 (5%),64825 (2%),1432 (33%),265 (3%),0 (~0%),5,50,10,off,1
09min 28sec,237576 (1.02ms),60862 (5%),64912 (2%),1442 (33%),265 (3%),0 (~0%),10,50,10,off,1
09min 49sec,239583 (1.028ms),60658 (5%),64878 (2%),1464 (33%),267 (3%),0 (~0%),13,50,10,off,1
09min 18sec,433309 (1.86ms),55163 (4%),50402 (2%),1164 (26%),136 (1%),0 (~0%),1,50,3,off,1
09min 22sec,308119 (1.322ms),52326 (4%),48841 (2%),1164 (26%),136 (1%),0 (~0%),1,50,4,off,1
09min 32sec,353749 (1.518ms),55491 (4%),50989 (2%),1228 (28%),137 (2%),0 (~0%),1,50,6,off,1
09min 38sec,205699 (0.887ms),193040 (16%),358684 (15%),1220 (28%),3763 (55%),0 (~0%),6,410,10,off,1
09min 41sec,205309 (0.885ms),193045 (16%),358669 (15%),1220 (28%),3763 (55%),0 (~0%),10,410,10,off,1
09min 04sec,205118 (0.884ms),192974 (16%),358690 (15%),1218 (28%),3765 (55%),0 (~0%),13,410,10,off,1
06min 40sec,591999 (2.368ms),42831 (3%),34397 (1%),462 (10%),130 (1%),0 (~0%),3,2,10,off,1
04min 50sec,517152 (2.21ms),25685 (2%),32097 (1%),554 (12%),130 (1%),0 (~0%),3,5,10,off,1
06min 27sec,279219 (1.193ms),25563 (2%),31428 (1%),696 (16%),129 (1%),0 (~0%),3,10,10,off,1
09min 12sec,380257 (1.639ms),193857 (16%),356922 (15%),1066 (24%),3747 (54%),0 (~0%),3,410,5,off,1
06min 42sec,591609 (2.366ms),42824 (3%),34384 (1%),462 (10%),130 (1%),0 (~0%),5,2,10,off,1
04min 46sec,516762 (2.208ms),25679 (2%),32084 (1%),554 (12%),130 (1%),0 (~0%),5,5,10,off,1
06min 29sec,278829 (1.192ms),25557 (2%),31415 (1%),696 (16%),129 (1%),0 (~0%),5,10,10,off,1
09min 14sec,380257 (1.639ms),193856 (16%),356910 (15%),1066 (24%),3747 (54%),0 (~0%),5,410,5,off,1
09min 07sec,204337 (0.881ms),192971 (16%),358604 (15%),1218 (28%),3763 (55%),0 (~0%),15,410,10,off,1
06min 06sec,174120 (0.751ms),267673 (22%),411127 (17%),80 (1%),3764 (55%),20 (2%),26,410,10,off,1
05min 56sec,175448 (0.756ms),267738 (22%),411085 (17%),80 (1%),3762 (55%),20 (2%),30,410,10,off,1
06min 16sec,989409 (3.958ms),25388 (2%),29668 (1%),462 (10%),130 (1%),0 (~0%),3,1,10,off,1
05min 29sec,470866 (1.883ms),28832 (2%),32286 (1%),484 (11%),132 (1%),0 (~0%),3,3,10,off,1
06min 41sec,339279 (1.357ms),26675 (2%),30719 (1%),532 (12%),134 (1%),0 (~0%),3,6,10,off,1
47min 36sec,81779 (0.349ms),628618 (53%),1147417 (48%),5002 (115%),5412 (79%),0 (~0%),3,410,410,off,1
10min 12sec,319161 (1.376ms),198528 (16%),361880 (15%),1442 (33%),3768 (55%),0 (~0%),3,410,20,off,1
04min 58sec,517344 (2.211ms),25982 (2%),32163 (1%),556 (12%),130 (1%),0 (~0%),6,5,10,off,1
06min 40sec,279411 (1.194ms),25860 (2%),31482 (1%),698 (16%),129 (1%),0 (~0%),6,10,10,off,1
09min 19sec,381619 (1.645ms),193914 (16%),356999 (15%),1068 (24%),3747 (54%),0 (~0%),6,410,5,off,1
80min 00sec,,,,,,,6,410,410,off,1
10min 39sec,205176 (0.884ms),194354 (16%),361129 (15%),1238 (28%),3762 (55%),0 (~0%),390,410,10,off,1
06min 29sec,459829 (1.839ms),43646 (3%),34342 (1%),208 (4%),130 (1%),20 (2%),26,2,10,off,1
06min 08sec,345392 (1.476ms),25861 (2%),30055 (1%),64 (1%),130 (1%),30 (3%),26,5,10,off,1
03min 26sec,174145 (0.744ms),26778 (2%),31370 (1%),58 (1%),130 (1%),40 (4%),26,10,10,off,1
15min 09sec,344968 (1.487ms),267503 (22%),407093 (17%),76 (1%),3748 (54%),10 (1%),26,410,5,off,1
11min 36sec,174120 (0.751ms),264365 (22%),402415 (17%),208 (4%),3748 (54%),0 (~0%),26,410,2,off,1
11min 00sec,201272 (0.868ms),264887 (22%),401126 (16%),208 (4%),3748 (54%),0 (~0%),26,410,1,off,1
80min 00sec,,,,,,,26,410,10,flatten,1
10min 19sec,205176 (0.884ms),194354 (16%),361129 (15%),1238 (28%),3762 (55%),0 (~0%),410,410,10,off,1
10min 24sec,205176 (0.884ms),194354 (16%),361129 (15%),1238 (28%),3762 (55%),0 (~0%),780,410,10,off,1
06min 07sec,348299 (1.488ms),25926 (2%),30013 (1%),64 (1%),128 (1%),30 (3%),30,5,10,off,1
03min 20sec,175472 (0.75ms),26843 (2%),31328 (1%),58 (1%),128 (1%),40 (4%),30,10,10,off,1
06min 31sec,464224 (1.857ms),43711 (3%),34300 (1%),208 (4%),128 (1%),20 (2%),30,2,10,off,1
11min 24sec,175448 (0.756ms),264430 (22%),402373 (17%),208 (4%),3746 (54%),0 (~0%),30,410,2,off,1
15min 02sec,347900 (1.5ms),267568 (22%),407051 (17%),76 (1%),3746 (54%),10 (1%),30,410,5,off,1
09min 32sec,204337 (0.881ms),192971 (16%),358604 (15%),1218 (28%),3763 (55%),0 (~0%),15,410,10,off,1
09min 38sec,205118 (0.884ms),192974 (16%),358690 (15%),1218 (28%),3765 (55%),0 (~0%),13,410,10,off,1
09min 58sec,205309 (0.885ms),193045 (16%),358669 (15%),1220 (28%),3763 (55%),0 (~0%),10,410,10,off,1
05min 59sec,327950 (1.312ms),29403 (2%),32162 (1%),342 (7%),131 (1%),20 (2%),26,3,10,off,1
06min 04sec,257548 (1.03ms),29130 (2%),32486 (1%),186 (4%),132 (1%),28 (2%),26,7,10,off,1
80min 00sec,,,,,,,26,410,410,off,1
20min 31sec,344744 (1.486ms),368660 (31%),492333 (20%),76 (1%),3747 (54%),0 (~0%),26,410,205,off,1
12min 52sec,174104 (0.75ms),299257 (25%),438837 (18%),408 (9%),3763 (55%),0 (~0%),26,410,82,off,1
05min 46sec,891562 (3.566ms),26270 (2%),29574 (1%),208 (4%),128 (1%),20 (2%),30,1,10,off,1
05min 58sec,331077 (1.324ms),29468 (2%),32120 (1%),342 (7%),129 (1%),20 (2%),30,3,10,off,1
06min 05sec,259951 (1.04ms),27938 (2%),31611 (1%),336 (7%),129 (1%),20 (2%),30,4,10,off,1
10min 20sec,203182 (0.876ms),264952 (22%),401084 (16%),208 (4%),3746 (54%),0 (~0%),30,410,1,off,1
80min 00sec,,,,,,,30,410,410,off,1
09min 28sec,204337 (0.881ms),192971 (16%),358604 (15%),1218 (28%),3763 (55%),0 (~0%),15,410,10,off,1
09min 59sec,205309 (0.885ms),193045 (16%),358669 (15%),1220 (28%),3763 (55%),0 (~0%),10,410,10,off,1
06min 02sec,257413 (1.03ms),27401 (2%),30766 (1%),198 (4%),132 (1%),28 (2%),26,6,10,off,1
06min 03sec,257405 (1.03ms),28307 (2%),32984 (1%),208 (4%),132 (1%),28 (2%),26,8,10,off,1
12min 50sec,174104 (0.75ms),299257 (25%),438837 (18%),408 (9%),3763 (55%),0 (~0%),26,410,82,off,1
20min 24sec,344744 (1.486ms),368660 (31%),492333 (20%),76 (1%),3747 (54%),0 (~0%),26,410,205,off,1
09min 35sec,205118 (0.884ms),192974 (16%),358690 (15%),1218 (28%),3765 (55%),0 (~0%),13,410,10,off,1
06min 15sec,259820 (1.039ms),27466 (2%),30724 (1%),198 (4%),130 (1%),28 (2%),30,6,10,off,1
06min 11sec,259955 (1.04ms),29195 (2%),32444 (1%),186 (4%),130 (1%),28 (2%),30,7,10,off,1
06min 06sec,259811 (1.039ms),28372 (2%),32942 (1%),208 (4%),130 (1%),28 (2%),30,8,10,off,1
11min 20sec,259728 (1.12ms),270103 (22%),404864 (17%),336 (7%),3747 (54%),0 (~0%),30,410,3,off,1
10min 36sec,259728 (1.12ms),267284 (22%),403314 (17%),336 (7%),3747 (54%),0 (~0%),30,410,4,off,1
09min 57sec,204337 (0.881ms),192973 (16%),358607 (15%),1218 (28%),3763 (55%),0 (~0%),3,410,10,off,1
09min 56sec,204337 (0.881ms),192972 (16%),358595 (15%),1218 (28%),3763 (55%),0 (~0%),5,410,10,off,1
10min 08sec,204337 (0.881ms),192971 (16%),358604 (15%),1218 (28%),3763 (55%),0 (~0%),15,410,10,off,1
06min 16sec,510411 (2.181ms),30198 (2%),32549 (1%),114 (2%),131 (1%),36 (3%),26,9,10,off,1
06min 27sec,257501 (1.03ms),27873 (2%),31653 (1%),336 (7%),131 (1%),20 (2%),26,4,10,off,1
06min 20sec,510413 (2.181ms),31287 (2%),33578 (1%),114 (2%),131 (1%),36 (3%),26,11,10,off,1
13min 15sec,174104 (0.75ms),299257 (25%),438837 (18%),408 (9%),3763 (55%),0 (~0%),26,410,82,off,1
20min 59sec,344744 (1.486ms),368660 (31%),492333 (20%),76 (1%),3747 (54%),0 (~0%),26,410,205,off,1
10min 02sec,205118 (0.884ms),192974 (16%),358690 (15%),1218 (28%),3765 (55%),0 (~0%),13,410,10,off,1
06min 25sec,515650 (2.204ms),30263 (2%),32507 (1%),114 (2%),129 (1%),36 (3%),30,9,10,off,1
06min 11sec,515652 (2.204ms),31352 (2%),33536 (1%),114 (2%),129 (1%),36 (3%),30,11,10,off,1
06min 52sec,259811 (1.039ms),29996 (2%),33636 (1%),194 (4%),130 (1%),36 (3%),30,12,10,off,1
11min 41sec,259728 (1.12ms),270526 (22%),405533 (17%),208 (4%),3748 (54%),8 (~0%),30,410,6,off,1
80min 00sec,,,,,,,30,410,10,flatten,1
10min 03sec,204337 (0.881ms),192971 (16%),358604 (15%),1218 (28%),3763 (55%),0 (~0%),15,410,10,off,1
10min 03sec,205118 (0.884ms),192974 (16%),358690 (15%),1218 (28%),3765 (55%),0 (~0%),13,410,10,off,1
10min 26sec,205309 (0.885ms),193045 (16%),358669 (15%),1220 (28%),3763 (55%),0 (~0%),10,410,10,off,1
06min 12sec,883096 (3.532ms),26205 (2%),29616 (1%),208 (4%),130 (1%),20 (2%),26,1,10,off,1
06min 58sec,257405 (1.03ms),29931 (2%),33678 (1%),194 (4%),132 (1%),36 (3%),26,12,10,off,1
06min 12sec,510411 (2.181ms),32156 (2%),35092 (1%),114 (2%),131 (1%),36 (3%),26,15,10,off,1
13min 25sec,174104 (0.75ms),299257 (25%),438837 (18%),408 (9%),3763 (55%),0 (~0%),26,410,82,off,1
21min 25sec,344744 (1.486ms),368660 (31%),492333 (20%),76 (1%),3747 (54%),0 (~0%),26,410,205,off,1
06min 17sec,515648 (2.204ms),31734 (2%),34058 (1%),114 (2%),129 (1%),36 (3%),30,13,10,off,1
06min 44sec,259751 (1.11ms),31016 (2%),35253 (1%),186 (4%),130 (1%),36 (3%),30,14,10,off,1
18min 16sec,259728 (1.12ms),271375 (22%),412316 (17%),208 (4%),3748 (54%),8 (~0%),30,410,7,off,1
11min 08sec,259728 (1.12ms),267584 (22%),404403 (17%),208 (4%),3748 (54%),8 (~0%),30,410,8,off,1
19min 59sec,207381 (0.922ms),278565 (23%),487024 (20%),54 (1%),3747 (54%),20 (2%),30,410,10,off,4
03min 43sec,1131805 (4.527ms),17502 (1%),14556 (~0%),226 (5%),13 (~0%),0 (~0%),1,1,1,off,1
06min 20sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 08sec,423129 (1.808ms),18359 (1%),15706 (~0%),440 (10%),33 (~0%),0 (~0%),13,10,1,off,1
06min 08sec,423129 (1.808ms),18333 (1%),15713 (~0%),440 (10%),32 (~0%),0 (~0%),15,10,1,off,1
05min 19sec,398990 (1.705ms),36351 (3%),31725 (1%),674 (15%),70 (1%),0 (~0%),1,25,1,off,1
06min 24sec,413805 (1.768ms),37032 (3%),34238 (1%),652 (15%),93 (1%),0 (~0%),1,30,1,off,1
04min 40sec,661252 (2.826ms),16446 (1%),15173 (~0%),268 (6%),18 (~0%),0 (~0%),6,5,1,off,1
05min 17sec,398990 (1.705ms),36351 (3%),31725 (1%),674 (15%),70 (1%),0 (~0%),1,25,1,off,1
60min 00sec,,,,,,,1,410,1,flatten,1
09min 06sec,349074 (1.505ms),192715 (16%),351217 (14%),982 (22%),3747 (54%),0 (~0%),2,410,1,off,1
15min 36sec,370815 (1.648ms),254246 (21%),461484 (19%),982 (22%),3748 (54%),2 (~0%),1,410,1,off,8
09min 04sec,269124 (1.16ms),192202 (16%),352510 (14%),982 (22%),3747 (54%),0 (~0%),2,410,2,off,1
04min 32sec,517152 (2.21ms),25681 (2%),32092 (1%),554 (12%),130 (1%),0 (~0%),15,5,10,off,1
03min 47sec,279219 (1.193ms),25561 (2%),31425 (1%),696 (16%),129 (1%),0 (~0%),15,10,10,off,1
06min 23sec,591999 (2.368ms),42829 (3%),34394 (1%),462 (10%),130 (1%),0 (~0%),15,2,10,off,1
