compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PARA__L7,__PARA__L8,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L3,__PIPE__L4,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2,__TILE__L3,__TILE__L4,__TILE__L5
06min 11sec,2324854 (9.935ms),23047 (1%),19458 (~0%),214 (4%),44 (~0%),6 (~0%),1,1,1,1,1,1,15,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 05sec,1665453 (7.117ms),19706 (1%),14948 (~0%),148 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 54sec,2093090 (8.372ms),83680 (7%),75225 (3%),118 (2%),552 (8%),6 (~0%),1,1,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 34sec,2293477 (9.801ms),21757 (1%),16554 (~0%),160 (3%),45 (~0%),6 (~0%),20,1,1,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 01sec,1055662 (4.511ms),93194 (7%),78607 (3%),132 (3%),473 (6%),46 (4%),40,1,1,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
08min 38sec,1388128 (5.932ms),215396 (18%),280759 (11%),2088 (48%),1122 (16%),8 (~0%),1,50,1,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 22sec,677005 (2.708ms),190646 (16%),167676 (7%),1702 (39%),1104 (16%),6 (~0%),1,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 27sec,1811890 (7.743ms),20814 (1%),16157 (~0%),160 (3%),45 (~0%),4 (~0%),1,1,4,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
29min 13sec,2090258 (8.361ms),1738715 (147%),2436740 (103%),4118 (95%),21897 (320%),6 (~0%),1,1,40,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 36sec,1673373 (7.151ms),20142 (1%),15153 (~0%),148 (3%),31 (~0%),6 (~0%),1,1,1,50,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 18sec,2099010 (8.396ms),81784 (6%),75318 (3%),118 (2%),552 (8%),6 (~0%),1,1,1,50,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 17sec,926247 (3.705ms),189431 (16%),169159 (7%),1714 (39%),1118 (16%),6 (~0%),8,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 17sec,989041 (3.956ms),189449 (16%),169159 (7%),1714 (39%),1118 (16%),6 (~0%),10,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 41sec,678232 (2.713ms),190843 (16%),168900 (7%),1714 (39%),1115 (16%),4 (~0%),1,50,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 36sec,679542 (2.718ms),190847 (16%),168911 (7%),1726 (39%),1115 (16%),4 (~0%),1,50,20,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
38min 55sec,677783 (2.711ms),1850857 (156%),2529170 (106%),5702 (131%),22447 (328%),6 (~0%),1,50,40,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
04min 57sec,3538616 (14.154ms),80507 (6%),76953 (3%),142 (3%),567 (8%),6 (~0%),1,25,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 05sec,1171904 (5.008ms),95174 (8%),80210 (3%),144 (3%),485 (7%),46 (4%),40,10,1,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 12sec,1346186 (5.753ms),95194 (8%),80373 (3%),156 (3%),486 (7%),46 (4%),40,25,1,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 19sec,800833 (3.203ms),189836 (16%),169547 (7%),1726 (39%),1119 (16%),4 (~0%),4,50,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 13sec,832221 (3.329ms),189855 (16%),169547 (7%),1726 (39%),1118 (16%),4 (~0%),5,50,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 19sec,926403 (3.706ms),189837 (16%),169554 (7%),1726 (39%),1118 (16%),4 (~0%),8,50,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 38sec,2380691 (9.523ms),80728 (6%),78069 (3%),142 (3%),578 (8%),4 (~0%),1,5,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 37sec,2670461 (10.682ms),80726 (6%),78076 (3%),142 (3%),577 (8%),4 (~0%),1,10,10,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 07sec,677832 (2.711ms),190856 (16%),168889 (7%),1714 (39%),1117 (16%),4 (~0%),1,50,2,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 08sec,677662 (2.711ms),190837 (16%),168889 (7%),1714 (39%),1116 (16%),4 (~0%),1,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 09sec,677722 (2.711ms),190874 (16%),168952 (7%),1714 (39%),1115 (16%),4 (~0%),1,50,5,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 49sec,800677 (3.203ms),189430 (16%),169152 (7%),1714 (39%),1119 (16%),6 (~0%),4,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 19sec,800263 (3.201ms),189820 (16%),169540 (7%),1726 (39%),1120 (16%),4 (~0%),4,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 18sec,925833 (3.703ms),189821 (16%),169547 (7%),1726 (39%),1119 (16%),4 (~0%),8,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 19sec,988627 (3.955ms),189839 (16%),169547 (7%),1726 (39%),1119 (16%),4 (~0%),10,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 44sec,2669891 (10.68ms),80720 (6%),78065 (3%),142 (3%),578 (8%),4 (~0%),1,10,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 44sec,3539273 (14.157ms),80696 (6%),78166 (3%),154 (3%),579 (8%),4 (~0%),1,25,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 17sec,677662 (2.711ms),190837 (16%),168889 (7%),1714 (39%),1116 (16%),4 (~0%),1,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 17sec,677722 (2.711ms),190874 (16%),168952 (7%),1714 (39%),1115 (16%),4 (~0%),1,50,5,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 33sec,737915 (2.952ms),189837 (16%),169534 (7%),1702 (39%),1120 (16%),6 (~0%),2,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 29sec,800677 (3.203ms),189430 (16%),169152 (7%),1714 (39%),1119 (16%),6 (~0%),4,50,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 59sec,737501 (2.95ms),190227 (16%),169922 (7%),1714 (39%),1121 (16%),4 (~0%),2,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 58sec,677832 (2.711ms),190856 (16%),168889 (7%),1714 (39%),1117 (16%),4 (~0%),1,50,2,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 58sec,677662 (2.711ms),190837 (16%),168889 (7%),1714 (39%),1116 (16%),4 (~0%),1,50,4,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 39sec,927684 (3.711ms),189893 (16%),169027 (7%),1702 (39%),1116 (16%),6 (~0%),1,50,1,10,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 20sec,687952 (2.752ms),186318 (15%),172007 (7%),1964 (45%),1101 (16%),4 (~0%),1,50,1,1,5,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 18sec,211005 (0.844ms),191735 (16%),168754 (7%),1714 (39%),1104 (16%),4 (~0%),1,50,1,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 37sec,45429 (0.182ms),316954 (26%),323285 (13%),2158 (49%),1986 (29%),6 (~0%),40,50,1,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 32sec,371029 (1.484ms),191269 (16%),171083 (7%),1726 (39%),1129 (16%),4 (~0%),20,50,1,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 32sec,290041 (1.16ms),191278 (16%),171072 (7%),1726 (39%),1129 (16%),4 (~0%),10,50,1,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 45sec,211832 (0.847ms),192696 (16%),170797 (7%),1726 (39%),1128 (16%),2 (~0%),1,50,2,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 46sec,211662 (0.847ms),192677 (16%),170797 (7%),1726 (39%),1127 (16%),2 (~0%),1,50,4,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 45sec,211722 (0.847ms),192714 (16%),170860 (7%),1726 (39%),1126 (16%),2 (~0%),1,50,5,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 32sec,389318 (1.557ms),195831 (16%),174080 (7%),1724 (39%),1104 (16%),4 (~0%),1,50,1,5,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 35sec,275284 (1.101ms),191715 (16%),170860 (7%),1714 (39%),1127 (16%),4 (~0%),1,50,1,10,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 13sec,45015 (0.18ms),317350 (26%),323673 (13%),2170 (50%),1987 (29%),4 (~0%),40,50,4,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 10sec,45065 (0.18ms),317367 (26%),323673 (13%),2170 (50%),1986 (29%),4 (~0%),40,50,5,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 13sec,45350 (0.181ms),317348 (26%),323679 (13%),2170 (50%),1986 (29%),4 (~0%),40,50,8,1,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 51sec,45429 (0.182ms),321822 (27%),323698 (13%),2158 (49%),1983 (28%),6 (~0%),40,50,1,10,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 54sec,46145 (0.198ms),289851 (24%),303557 (12%),2202 (50%),1626 (23%),5 (~0%),40,50,1,25,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 21sec,45429 (0.182ms),316954 (26%),323285 (13%),2158 (49%),1986 (29%),6 (~0%),40,50,1,50,1,1,6,1,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 04sec,22540 (0.096ms),386505 (32%),464136 (19%),2158 (49%),2536 (37%),6 (~0%),40,50,1,1,1,1,6,8,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 04sec,22191 (0.095ms),402450 (34%),499008 (21%),2536 (58%),2536 (37%),6 (~0%),40,50,1,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 31sec,250609 (1.071ms),276755 (23%),346789 (14%),2104 (48%),1679 (24%),4 (~0%),8,50,1,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 32sec,266803 (1.14ms),276774 (23%),346795 (14%),2104 (48%),1679 (24%),4 (~0%),10,50,1,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 25sec,347791 (1.486ms),276765 (23%),346806 (14%),2104 (48%),1679 (24%),4 (~0%),20,50,1,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 32sec,598125 (2.556ms),208846 (17%),234969 (9%),620 (14%),1460 (21%),4 (~0%),40,25,1,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
06min 31sec,423843 (1.811ms),208826 (17%),234806 (9%),608 (14%),1459 (21%),4 (~0%),40,10,1,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 36sec,21777 (0.093ms),402846 (34%),499396 (21%),2548 (58%),2537 (37%),4 (~0%),40,50,4,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 50sec,21827 (0.093ms),402863 (34%),499396 (21%),2548 (58%),2536 (37%),4 (~0%),40,50,5,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 35sec,22461 (0.096ms),386899 (32%),464530 (19%),2170 (50%),2536 (37%),4 (~0%),40,50,8,1,1,1,6,8,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 04sec,250195 (1.069ms),277145 (23%),347177 (14%),2116 (48%),1680 (24%),2 (~0%),8,50,4,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 08sec,266389 (1.138ms),277164 (23%),347183 (14%),2116 (48%),1680 (24%),2 (~0%),10,50,4,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 03sec,423429 (1.81ms),209217 (17%),235194 (9%),620 (14%),1460 (21%),2 (~0%),40,10,4,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 03sec,597711 (2.554ms),209237 (17%),235357 (9%),632 (14%),1461 (21%),2 (~0%),40,25,4,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 48sec,21827 (0.093ms),402863 (34%),499396 (21%),2548 (58%),2536 (37%),4 (~0%),40,50,5,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 42sec,22112 (0.094ms),402844 (34%),499402 (21%),2548 (58%),2536 (37%),4 (~0%),40,50,8,1,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 50sec,21777 (0.093ms),407714 (34%),499809 (21%),2548 (58%),2534 (37%),4 (~0%),40,50,4,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 03sec,22492 (0.097ms),375719 (31%),479685 (20%),2592 (60%),2177 (31%),3 (~0%),40,50,4,25,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 34sec,266388 (1.138ms),277981 (23%),347079 (14%),2116 (48%),1676 (24%),2 (~0%),10,50,4,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
09min 25sec,347376 (1.485ms),277970 (23%),347088 (14%),2116 (48%),1676 (24%),2 (~0%),20,50,4,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 25sec,365407 (1.562ms),214087 (18%),235600 (9%),620 (14%),1458 (21%),2 (~0%),40,5,4,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 22sec,423477 (1.81ms),214085 (18%),235607 (9%),620 (14%),1457 (21%),2 (~0%),40,10,4,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
13min 01sec,22112 (0.094ms),407712 (34%),499815 (21%),2548 (58%),2533 (37%),4 (~0%),40,50,8,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 26sec,22347 (0.096ms),407730 (34%),499816 (21%),2548 (58%),2533 (37%),4 (~0%),40,50,10,10,1,1,6,10,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 57sec,21006 (0.084ms),543749 (45%),685727 (29%),2170 (50%),3634 (53%),4 (~0%),40,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
11min 07sec,22126 (0.095ms),391769 (33%),464937 (19%),2170 (50%),2534 (37%),4 (~0%),40,50,4,10,1,1,6,8,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 42sec,346605 (1.386ms),414005 (35%),533006 (22%),1738 (40%),2776 (40%),2 (~0%),20,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 30sec,265617 (1.062ms),414016 (35%),532997 (22%),1738 (40%),2776 (40%),2 (~0%),10,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 26sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 30sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 21sec,369577 (1.478ms),217924 (18%),240110 (10%),678 (15%),1479 (21%),2 (~0%),40,10,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 25sec,520759 (2.083ms),218154 (18%),240734 (10%),690 (15%),1480 (21%),2 (~0%),40,25,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 52sec,21341 (0.085ms),543747 (45%),685733 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,8,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 47sec,21576 (0.086ms),543765 (45%),685734 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,10,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 49sec,249758 (0.999ms),413995 (35%),533015 (22%),1738 (40%),2775 (40%),2 (~0%),8,50,8,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 21sec,265952 (1.064ms),414014 (35%),533003 (22%),1738 (40%),2775 (40%),2 (~0%),10,50,8,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 20sec,346940 (1.388ms),414003 (35%),533012 (22%),1738 (40%),2775 (40%),2 (~0%),20,50,8,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 27sec,369912 (1.48ms),217922 (18%),240116 (10%),678 (15%),1478 (21%),2 (~0%),40,10,8,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 44sec,21006 (0.084ms),543749 (45%),685727 (29%),2170 (50%),3634 (53%),4 (~0%),40,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 56sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 36sec,21722 (0.093ms),511754 (43%),665603 (28%),2214 (51%),3277 (47%),3 (~0%),40,50,4,25,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 19sec,22057 (0.095ms),511752 (43%),665609 (28%),2214 (51%),3276 (47%),3 (~0%),40,50,8,25,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 40sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 38sec,265617 (1.062ms),414016 (35%),532997 (22%),1738 (40%),2776 (40%),2 (~0%),10,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 30sec,346605 (1.386ms),414005 (35%),533006 (22%),1738 (40%),2776 (40%),2 (~0%),20,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 42sec,273306 (1.093ms),221867 (18%),239315 (10%),666 (15%),1476 (21%),2 (~0%),40,1,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 39sec,289030 (1.156ms),217909 (18%),240097 (10%),678 (15%),1481 (21%),2 (~0%),40,2,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 36sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 04sec,21420 (0.086ms),543353 (45%),685339 (28%),2158 (49%),3633 (53%),6 (~0%),40,50,1,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 05sec,21176 (0.085ms),543768 (45%),685727 (29%),2170 (50%),3635 (53%),4 (~0%),40,50,2,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 36sec,225141 (0.901ms),413985 (35%),533002 (22%),1738 (40%),2776 (40%),2 (~0%),5,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 41sec,217053 (0.868ms),413965 (35%),532992 (22%),1738 (40%),2777 (40%),2 (~0%),4,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 42sec,200891 (0.804ms),414336 (35%),533375 (22%),1726 (39%),2778 (40%),2 (~0%),2,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 51sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
13min 15sec,265617 (1.062ms),414016 (35%),532997 (22%),1738 (40%),2776 (40%),2 (~0%),10,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 38sec,346605 (1.386ms),414005 (35%),533006 (22%),1738 (40%),2776 (40%),2 (~0%),20,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 55sec,289030 (1.156ms),217909 (18%),240097 (10%),678 (15%),1481 (21%),2 (~0%),40,2,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
08min 01sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 15sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 41sec,225141 (0.901ms),413985 (35%),533002 (22%),1738 (40%),2776 (40%),2 (~0%),5,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 16sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 34sec,273306 (1.093ms),221867 (18%),239315 (10%),666 (15%),1476 (21%),2 (~0%),40,1,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 26sec,289030 (1.156ms),217909 (18%),240097 (10%),678 (15%),1481 (21%),2 (~0%),40,2,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 27sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 41sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 18sec,21724 (0.093ms),516484 (43%),665645 (28%),2214 (51%),3194 (46%),3 (~0%),40,50,4,5,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 27sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 01sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 38sec,21722 (0.093ms),511754 (43%),665603 (28%),2214 (51%),3277 (47%),3 (~0%),40,50,4,25,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 53sec,245659 (1.05ms),489243 (41%),626699 (26%),2230 (51%),3110 (45%),4 (~0%),40,50,4,10,1,1,6,16,10,off,off,off,off,off,off,1,1,1,1,1,1
14min 08sec,205843 (0.883ms),466479 (39%),611010 (25%),2342 (54%),2703 (39%),4 (~0%),40,50,4,10,1,1,6,16,25,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,6,16,50,off,flatten,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,6,16,50,off,off,off,flatten,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,6,16,50,off,off,off,off,flatten,off,1,1,1,1,1,1
16min 12sec,21176 (0.085ms),543768 (45%),685727 (29%),2170 (50%),3635 (53%),4 (~0%),40,50,2,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 00sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 53sec,21006 (0.084ms),538881 (45%),685314 (28%),2170 (50%),3637 (53%),4 (~0%),40,50,4,1,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 12sec,21006 (0.094ms),541599 (45%),686375 (29%),2170 (50%),3639 (53%),4 (~0%),40,50,4,2,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
14min 50sec,21724 (0.093ms),516484 (43%),665645 (28%),2214 (51%),3194 (46%),3 (~0%),40,50,4,5,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 46sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 20sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 21sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
15min 04sec,21724 (0.093ms),516484 (43%),665645 (28%),2214 (51%),3194 (46%),3 (~0%),40,50,4,5,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 27sec,24843 (0.107ms),674037 (57%),861622 (36%),2262 (52%),5318 (77%),4 (~0%),40,50,4,10,1,5,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
18min 02sec,21006 (0.09ms),572659 (48%),744856 (31%),2490 (57%),3634 (53%),4 (~0%),40,50,4,10,1,1,10,16,50,off,off,off,off,off,off,1,1,1,1,1,1
10min 00sec,25218 (0.108ms),324509 (27%),372882 (15%),570 (13%),1984 (29%),254 (26%),40,50,4,10,1,1,6,5,50,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,40,50,4,10,1,1,6,16,50,off,off,flatten,off,off,off,1,1,1,1,1,1
12min 48sec,217053 (0.868ms),413965 (35%),532992 (22%),1738 (40%),2777 (40%),2 (~0%),4,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
12min 49sec,249423 (0.998ms),413997 (35%),533009 (22%),1738 (40%),2776 (40%),2 (~0%),8,50,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
07min 42sec,319207 (1.277ms),217926 (18%),240103 (10%),678 (15%),1480 (21%),2 (~0%),40,5,4,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
16min 09sec,21056 (0.084ms),543766 (45%),685727 (29%),2170 (50%),3633 (53%),4 (~0%),40,50,5,10,1,1,6,16,50,off,off,off,off,off,off,1,1,1,1,1,1
