compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PIPE__L0,__PIPE__L2,__TILE__L0,__TILE__L2
04min 49sec,243106 (0.972ms),41933 (3%),42839 (1%),190 (4%),214 (3%),0 (~0%),20,1,1,14,off,off,1,1
05min 17sec,145993 (0.652ms),41379 (3%),53470 (2%),134 (3%),190 (2%),0 (~0%),1,10,1,14,off,off,1,1
04min 33sec,145267 (0.581ms),23051 (1%),24570 (1%),134 (3%),154 (2%),0 (~0%),1,14,1,14,off,off,1,1
04min 41sec,149593 (0.598ms),45892 (3%),53476 (2%),134 (3%),259 (3%),0 (~0%),1,7,1,14,off,off,1,1
04min 30sec,37415 (0.15ms),37576 (3%),42600 (1%),134 (3%),192 (2%),0 (~0%),1,1,5,14,off,off,1,1
04min 42sec,154033 (0.616ms),37279 (3%),41516 (1%),134 (3%),184 (2%),0 (~0%),1,1,8,14,off,off,1,1
04min 31sec,35353 (0.141ms),37132 (3%),41085 (1%),80 (1%),192 (2%),2 (~0%),1,1,10,14,off,off,1,1
04min 50sec,53306 (0.213ms),42035 (3%),42331 (1%),136 (3%),222 (3%),2 (~0%),20,1,10,14,off,off,1,1
04min 48sec,50372 (0.201ms),42547 (3%),44156 (1%),190 (4%),222 (3%),0 (~0%),15,1,5,14,off,off,1,1
05min 24sec,32113 (0.143ms),41316 (3%),53016 (2%),80 (1%),198 (2%),2 (~0%),1,10,10,14,off,off,1,1
05min 19sec,34175 (0.153ms),41760 (3%),54531 (2%),134 (3%),198 (2%),0 (~0%),1,10,5,14,off,off,1,1
04min 49sec,154033 (0.616ms),37279 (3%),41516 (1%),134 (3%),184 (2%),0 (~0%),1,1,8,14,off,off,1,1
04min 39sec,44953 (0.18ms),32729 (2%),36082 (1%),84 (1%),148 (2%),2 (~0%),1,1,10,10,off,off,1,1
05min 43sec,43412 (0.194ms),46221 (3%),54227 (2%),136 (3%),228 (3%),2 (~0%),15,10,10,14,off,off,1,1
05min 38sec,50016 (0.223ms),46690 (3%),55913 (2%),190 (4%),228 (3%),0 (~0%),20,10,5,14,off,off,1,1
05min 39sec,45512 (0.203ms),46713 (3%),55975 (2%),190 (4%),228 (3%),0 (~0%),15,10,5,14,off,off,1,1
05min 41sec,38923 (0.174ms),48939 (4%),56729 (2%),52 (1%),228 (3%),2 (~0%),10,10,10,14,off,off,1,1
05min 42sec,40718 (0.182ms),48942 (4%),56800 (2%),52 (1%),228 (3%),2 (~0%),12,10,10,14,off,off,1,1
05min 41sec,41013 (0.183ms),49428 (4%),58492 (2%),106 (2%),228 (3%),0 (~0%),10,10,5,14,off,off,1,1
04min 04sec,33853 (0.135ms),37406 (3%),42920 (1%),80 (1%),192 (2%),2 (~0%),1,2,10,14,off,off,1,1
05min 29sec,38173 (0.158ms),39581 (3%),44387 (1%),80 (1%),192 (2%),2 (~0%),1,5,10,14,off,off,1,1
04min 59sec,35348 (0.158ms),48925 (4%),56711 (2%),52 (1%),229 (3%),2 (~0%),6,10,10,14,off,off,1,1
04min 59sec,34460 (0.154ms),48909 (4%),56634 (2%),52 (1%),229 (3%),2 (~0%),5,10,10,14,off,off,1,1
04min 00sec,43154 (0.173ms),45056 (3%),46888 (1%),52 (1%),222 (3%),2 (~0%),12,2,10,14,off,off,1,1
04min 03sec,46022 (0.184ms),42327 (3%),44243 (1%),136 (3%),222 (3%),2 (~0%),15,2,10,14,off,off,1,1
03min 54sec,33853 (0.135ms),37406 (3%),42920 (1%),80 (1%),192 (2%),2 (~0%),1,2,10,14,off,off,1,1
04min 52sec,145993 (0.652ms),43627 (3%),53846 (2%),134 (3%),190 (2%),0 (~0%),1,10,4,14,off,off,1,1
04min 52sec,150793 (0.673ms),41463 (3%),53447 (2%),134 (3%),190 (2%),0 (~0%),1,10,8,14,off,off,1,1
03min 49sec,41107 (0.164ms),18622 (1%),18601 (~0%),84 (1%),118 (1%),2 (~0%),1,10,10,10,off,off,1,1
04min 44sec,38923 (0.174ms),48939 (4%),56729 (2%),52 (1%),228 (3%),2 (~0%),10,10,10,14,off,off,1,1
04min 42sec,35348 (0.158ms),48925 (4%),56711 (2%),52 (1%),229 (3%),2 (~0%),6,10,10,14,off,off,1,1
04min 47sec,34460 (0.154ms),48909 (4%),56634 (2%),52 (1%),229 (3%),2 (~0%),5,10,10,14,off,off,1,1
04min 34sec,150793 (0.673ms),40972 (3%),52745 (2%),88 (2%),190 (2%),4 (~0%),1,10,20,14,off,off,1,1
07min 56sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,14,off,flatten,1,1
03min 51sec,34599 (0.138ms),45061 (3%),46826 (1%),52 (1%),224 (3%),2 (~0%),3,2,10,14,off,off,1,1
03min 52sec,36490 (0.146ms),45031 (3%),46778 (1%),52 (1%),223 (3%),2 (~0%),5,2,10,14,off,off,1,1
10min 03sec,11083 (0.047ms),278797 (23%),381160 (16%),44 (1%),1556 (22%),0 (~0%),10,10,10,14,off,flatten,1,1
10min 04sec,11486 (0.049ms),278787 (23%),381158 (16%),44 (1%),1556 (22%),0 (~0%),12,10,10,14,off,flatten,1,1
04min 52sec,38923 (0.174ms),48939 (4%),56729 (2%),52 (1%),228 (3%),2 (~0%),10,10,10,14,off,off,1,1
07min 59sec,11047 (0.047ms),251824 (21%),372763 (15%),44 (1%),1556 (22%),0 (~0%),1,14,10,14,off,flatten,1,1
05min 12sec,15329 (0.066ms),128553 (10%),179606 (7%),66 (1%),778 (11%),0 (~0%),1,10,5,14,off,flatten,1,1
06min 57sec,11707 (0.05ms),205871 (17%),298498 (12%),78 (1%),1248 (18%),0 (~0%),1,10,8,14,off,flatten,1,1
07min 58sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,10,off,flatten,1,1
07min 59sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,7,off,flatten,1,1
10min 05sec,11912 (0.051ms),278895 (23%),381925 (16%),44 (1%),1556 (22%),0 (~0%),15,14,10,14,off,flatten,1,1
10min 06sec,12906 (0.055ms),278892 (23%),382066 (16%),44 (1%),1556 (22%),0 (~0%),20,14,10,14,off,flatten,1,1
10min 14sec,10923 (0.047ms),278919 (23%),381930 (16%),44 (1%),1556 (22%),0 (~0%),10,14,10,14,off,flatten,1,1
60min 00sec,,,,,,,1,14,20,14,off,flatten,1,1
13min 00sec,10687 (0.046ms),388477 (32%),573968 (24%),78 (1%),2496 (36%),0 (~0%),1,14,16,14,off,flatten,1,1
60min 00sec,,,,,,,10,10,20,14,off,flatten,1,1
17min 27sec,10603 (0.045ms),415462 (35%),582367 (24%),78 (1%),2496 (36%),0 (~0%),10,10,16,14,off,flatten,1,1
18min 08sec,12506 (0.053ms),415435 (35%),582503 (24%),78 (1%),2496 (36%),0 (~0%),20,10,16,14,off,flatten,1,1
18min 09sec,14419 (0.062ms),415438 (35%),582505 (24%),78 (1%),2496 (36%),0 (~0%),30,10,16,14,off,flatten,1,1
18min 09sec,11552 (0.049ms),415446 (35%),582373 (24%),78 (1%),2496 (36%),0 (~0%),15,10,16,14,off,flatten,1,1
18min 08sec,10603 (0.045ms),415462 (35%),582367 (24%),78 (1%),2496 (36%),0 (~0%),10,10,16,10,off,flatten,1,1
18min 17sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,14,off,flatten,1,1
17min 50sec,9189 (0.039ms),415586 (35%),582874 (24%),78 (1%),2498 (36%),0 (~0%),3,14,16,14,off,flatten,1,1
17min 55sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,14,off,flatten,1,1
18min 07sec,10443 (0.045ms),415584 (35%),583137 (24%),78 (1%),2496 (36%),0 (~0%),10,14,16,14,off,flatten,1,1
17min 16sec,9716 (0.042ms),415579 (35%),583011 (24%),78 (1%),2497 (36%),0 (~0%),6,14,16,14,off,flatten,1,1
17min 24sec,10814 (0.046ms),415579 (35%),583151 (24%),78 (1%),2496 (36%),0 (~0%),12,14,16,14,off,flatten,1,1
18min 01sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
17min 32sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
17min 44sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,14,off,flatten,1,1
17min 41sec,9519 (0.041ms),415296 (35%),581462 (24%),78 (1%),2498 (36%),0 (~0%),3,7,16,14,off,flatten,1,1
17min 51sec,9321 (0.04ms),415464 (35%),582104 (24%),78 (1%),2498 (36%),0 (~0%),3,10,16,14,off,flatten,1,1
17min 32sec,9179 (0.039ms),415428 (35%),581949 (24%),78 (1%),2498 (36%),0 (~0%),2,10,16,14,off,flatten,1,1
18min 13sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,14,off,flatten,1,1
19min 12sec,9716 (0.042ms),415579 (35%),583011 (24%),78 (1%),2497 (36%),0 (~0%),6,14,16,14,off,flatten,1,1
18min 09sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
18min 10sec,11552 (0.049ms),415446 (35%),582373 (24%),78 (1%),2496 (36%),0 (~0%),15,10,16,14,off,flatten,1,1
60min 00sec,,,,,,,2,14,20,14,off,flatten,1,1
60min 00sec,,,,,,,10,10,20,14,off,flatten,2,1
18min 12sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
18min 12sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,14,off,flatten,1,1
17min 57sec,9716 (0.042ms),415579 (35%),583011 (24%),78 (1%),2497 (36%),0 (~0%),6,14,16,14,off,flatten,1,1
18min 07sec,9371 (0.04ms),415260 (35%),581307 (24%),78 (1%),2498 (36%),0 (~0%),2,7,16,14,off,flatten,1,1
10min 21sec,9435 (0.04ms),278891 (23%),381513 (16%),44 (1%),1558 (22%),0 (~0%),2,14,10,14,off,flatten,1,1
18min 02sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,5,off,flatten,1,1
60min 00sec,,,,,,,2,14,16,14,flatten,flatten,1,1
18min 30sec,9716 (0.042ms),415579 (35%),583011 (24%),78 (1%),2497 (36%),0 (~0%),6,14,16,14,off,flatten,1,1
18min 30sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,14,off,flatten,1,1
18min 40sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
18min 37sec,9716 (0.042ms),415579 (35%),583011 (24%),78 (1%),2497 (36%),0 (~0%),6,14,16,14,off,flatten,1,1
18min 26sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,10,off,flatten,1,1
18min 37sec,9189 (0.039ms),415586 (35%),582874 (24%),78 (1%),2498 (36%),0 (~0%),3,14,16,14,off,flatten,1,1
18min 25sec,9627 (0.041ms),415122 (35%),580923 (24%),78 (1%),2498 (36%),0 (~0%),2,5,16,14,off,flatten,1,1
18min 47sec,9179 (0.039ms),415428 (35%),581949 (24%),78 (1%),2498 (36%),0 (~0%),2,10,16,14,off,flatten,1,1
18min 16sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,14,off,flatten,1,1
18min 22sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
18min 18sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,7,off,flatten,1,1
18min 27sec,9716 (0.042ms),415579 (35%),583011 (24%),78 (1%),2497 (36%),0 (~0%),6,14,16,14,off,flatten,1,1
18min 43sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
18min 58sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,14,off,flatten,1,1
19min 04sec,10971 (0.047ms),415094 (35%),580348 (24%),78 (1%),2498 (36%),0 (~0%),2,2,16,14,off,flatten,1,1
06min 47sec,19105 (0.082ms),124061 (10%),132881 (5%),78 (1%),384 (5%),0 (~0%),2,14,4,14,off,flatten,1,1
04min 23sec,152603 (0.61ms),29391 (2%),27699 (1%),106 (2%),156 (2%),0 (~0%),2,14,16,14,off,off,1,1
60min 00sec,,,,,,,10,10,20,14,off,flatten,4,1
18min 06sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
60min 00sec,,,,,,,2,14,20,14,flatten,flatten,1,2
03min 20sec,461231 (1.845ms),9031 (~0%),7483 (~0%),78 (1%),22 (~0%),4 (~0%),1,1,1,1,off,off,1,1
05min 13sec,763107 (3.052ms),9604 (~0%),7888 (~0%),102 (2%),22 (~0%),2 (~0%),20,1,1,1,off,off,1,1
05min 15sec,687093 (2.748ms),9618 (~0%),7892 (~0%),102 (2%),22 (~0%),2 (~0%),15,1,1,1,off,off,1,1
05min 15sec,611084 (2.444ms),9627 (~0%),7880 (~0%),90 (2%),22 (~0%),2 (~0%),10,1,1,1,off,off,1,1
05min 10sec,457334 (1.829ms),27621 (2%),33905 (1%),106 (2%),146 (2%),2 (~0%),1,14,1,1,off,off,1,1
05min 10sec,457454 (1.83ms),26180 (2%),31317 (1%),98 (2%),114 (1%),2 (~0%),1,10,1,1,off,off,1,1
05min 00sec,347532 (1.39ms),8968 (~0%),7134 (~0%),24 (~0%),23 (~0%),6 (~0%),1,1,10,1,off,off,1,1
05min 07sec,475631 (2.123ms),9013 (~0%),7462 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,8,1,off,off,1,1
05min 13sec,475631 (2.123ms),11237 (~0%),7861 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,4,1,off,off,1,1
03min 50sec,459485 (1.838ms),9730 (~0%),7469 (~0%),36 (~0%),23 (~0%),4 (~0%),10,1,10,1,off,off,1,1
03min 50sec,482308 (1.929ms),9733 (~0%),7540 (~0%),36 (~0%),23 (~0%),4 (~0%),12,1,10,1,off,off,1,1
03min 51sec,516544 (2.066ms),9727 (~0%),7552 (~0%),48 (1%),23 (~0%),4 (~0%),15,1,10,1,off,off,1,1
03min 46sec,343755 (1.375ms),26279 (2%),31314 (1%),44 (1%),115 (1%),4 (~0%),1,10,10,1,off,off,1,1
03min 51sec,343635 (1.375ms),27720 (2%),33908 (1%),52 (1%),147 (2%),4 (~0%),1,14,10,1,off,off,1,1
03min 52sec,475631 (2.123ms),9219 (~0%),7527 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,16,1,off,off,1,1
03min 53sec,466032 (1.864ms),8666 (~0%),6821 (~0%),32 (~0%),22 (~0%),8 (~0%),1,1,20,1,off,off,1,1
60min 00sec,,,,,,,1,1,10,1,flatten,off,1,1
03min 59sec,454285 (1.817ms),35402 (2%),37877 (1%),24 (~0%),177 (2%),4 (~0%),10,14,10,1,off,off,1,1
04min 00sec,567308 (2.269ms),30025 (2%),32672 (1%),84 (1%),145 (2%),4 (~0%),20,10,10,1,off,off,1,1
03min 58sec,409174 (1.637ms),35397 (2%),37915 (1%),24 (~0%),178 (2%),4 (~0%),6,14,10,1,off,off,1,1
03min 56sec,510874 (2.043ms),30034 (2%),32723 (1%),84 (1%),145 (2%),4 (~0%),15,10,10,1,off,off,1,1
04min 33sec,41053 (0.183ms),38260 (3%),52785 (2%),92 (2%),178 (2%),2 (~0%),1,14,10,10,off,off,1,1
03min 56sec,31387 (0.126ms),22988 (1%),24116 (1%),80 (1%),162 (2%),2 (~0%),1,14,10,14,off,off,1,1
03min 47sec,41107 (0.164ms),18622 (1%),18601 (~0%),84 (1%),118 (1%),2 (~0%),1,10,10,10,off,off,1,1
04min 40sec,32113 (0.143ms),41316 (3%),53016 (2%),80 (1%),198 (2%),2 (~0%),1,10,10,14,off,off,1,1
03min 48sec,38043 (0.152ms),29227 (2%),27144 (1%),52 (1%),162 (2%),2 (~0%),10,14,10,14,off,off,1,1
60min 00sec,,,,,,,60,10,10,14,off,off,1,1
03min 45sec,33690 (0.135ms),29195 (2%),27109 (1%),52 (1%),163 (2%),2 (~0%),5,14,10,14,off,off,1,1
03min 48sec,34556 (0.138ms),29211 (2%),27186 (1%),52 (1%),163 (2%),2 (~0%),6,14,10,14,off,off,1,1
04min 44sec,47906 (0.214ms),46201 (3%),54150 (2%),136 (3%),228 (3%),2 (~0%),20,10,10,14,off,off,1,1
04min 38sec,56899 (0.254ms),46232 (3%),54247 (2%),136 (3%),228 (3%),2 (~0%),30,10,10,14,off,off,1,1
03min 45sec,145267 (0.581ms),23267 (1%),24604 (1%),134 (3%),154 (2%),0 (~0%),1,14,16,14,off,off,1,1
08min 18sec,11047 (0.047ms),251824 (21%),372763 (15%),44 (1%),1556 (22%),0 (~0%),1,14,10,14,off,flatten,1,1
10min 16sec,9585 (0.041ms),278920 (23%),381651 (16%),44 (1%),1558 (22%),0 (~0%),3,14,10,14,off,flatten,1,1
10min 24sec,9778 (0.042ms),278878 (23%),381648 (16%),44 (1%),1558 (22%),0 (~0%),4,14,10,14,off,flatten,1,1
10min 18sec,9960 (0.043ms),278906 (23%),381784 (16%),44 (1%),1557 (22%),0 (~0%),5,14,10,14,off,flatten,1,1
03min 48sec,39794 (0.159ms),29230 (2%),27215 (1%),52 (1%),162 (2%),2 (~0%),12,14,10,14,off,off,1,1
03min 53sec,42422 (0.17ms),26510 (2%),24558 (1%),136 (3%),162 (2%),2 (~0%),15,14,10,14,off,off,1,1
03min 48sec,46806 (0.187ms),26490 (2%),24481 (1%),136 (3%),162 (2%),2 (~0%),20,14,10,14,off,off,1,1
14min 03sec,10687 (0.046ms),388477 (32%),573968 (24%),78 (1%),2496 (36%),0 (~0%),1,14,16,14,off,flatten,1,1
10min 36sec,10923 (0.047ms),278919 (23%),381930 (16%),44 (1%),1556 (22%),0 (~0%),10,14,10,14,off,flatten,1,1
10min 25sec,11318 (0.048ms),278909 (23%),381928 (16%),44 (1%),1556 (22%),0 (~0%),12,14,10,14,off,flatten,1,1
10min 25sec,11912 (0.051ms),278895 (23%),381925 (16%),44 (1%),1556 (22%),0 (~0%),15,14,10,14,off,flatten,1,1
60min 00sec,,,,,,,4,14,20,14,off,flatten,1,1
10min 30sec,9778 (0.042ms),278878 (23%),381648 (16%),44 (1%),1558 (22%),0 (~0%),4,14,10,10,off,flatten,1,1
60min 00sec,,,,,,,60,10,10,14,off,off,2,1
60min 00sec,,,,,,,60,10,10,14,off,off,4,1
19min 37sec,10443 (0.045ms),415584 (35%),583137 (24%),78 (1%),2496 (36%),0 (~0%),10,14,16,14,off,flatten,1,1
18min 14sec,10814 (0.046ms),415579 (35%),583151 (24%),78 (1%),2496 (36%),0 (~0%),12,14,16,14,off,flatten,1,1
10min 57sec,14899 (0.064ms),278888 (23%),382053 (16%),44 (1%),1556 (22%),0 (~0%),30,14,10,14,off,flatten,1,1
10min 56sec,12906 (0.055ms),278892 (23%),382066 (16%),44 (1%),1556 (22%),0 (~0%),20,14,10,14,off,flatten,1,1
10min 40sec,9585 (0.041ms),278920 (23%),381651 (16%),44 (1%),1558 (22%),0 (~0%),3,14,10,10,off,flatten,1,1
60min 00sec,,,,,,,3,14,20,14,off,flatten,1,1
18min 19sec,9189 (0.039ms),415586 (35%),582874 (24%),78 (1%),2498 (36%),0 (~0%),3,14,16,14,off,flatten,1,1
19min 10sec,9716 (0.042ms),415579 (35%),583011 (24%),78 (1%),2497 (36%),0 (~0%),6,14,16,14,off,flatten,1,1
18min 18sec,11372 (0.049ms),415568 (35%),583143 (24%),78 (1%),2496 (36%),0 (~0%),15,14,16,14,off,flatten,1,1
18min 40sec,14179 (0.061ms),415560 (35%),583275 (24%),78 (1%),2496 (36%),0 (~0%),30,14,16,14,off,flatten,1,1
18min 44sec,12306 (0.053ms),415557 (35%),583273 (24%),78 (1%),2496 (36%),0 (~0%),20,14,16,14,off,flatten,1,1
18min 29sec,11372 (0.049ms),415568 (35%),583143 (24%),78 (1%),2496 (36%),0 (~0%),15,14,16,14,off,flatten,1,1
18min 48sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,14,off,flatten,1,1
18min 58sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,14,off,flatten,1,1
18min 08sec,9710 (0.041ms),415248 (35%),581442 (24%),78 (1%),2498 (36%),0 (~0%),4,7,16,14,off,flatten,1,1
18min 29sec,9506 (0.041ms),415416 (35%),582084 (24%),78 (1%),2498 (36%),0 (~0%),4,10,16,14,off,flatten,1,1
60min 00sec,,,,,,,60,14,16,14,off,flatten,1,1
17min 56sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,5,off,flatten,1,1
17min 40sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,10,off,flatten,1,1
60min 00sec,,,,,,,60,10,10,14,off,off,60,1
60min 00sec,,,,,,,60,10,10,14,off,off,1,80
18min 22sec,9370 (0.04ms),415538 (35%),582854 (24%),78 (1%),2498 (36%),0 (~0%),4,14,16,5,off,flatten,1,1
18min 05sec,9540 (0.041ms),415571 (35%),582991 (24%),78 (1%),2497 (36%),0 (~0%),5,14,16,5,off,flatten,1,1
18min 12sec,9189 (0.039ms),415586 (35%),582874 (24%),78 (1%),2498 (36%),0 (~0%),3,14,16,5,off,flatten,1,1
18min 25sec,9179 (0.039ms),415428 (35%),581949 (24%),78 (1%),2498 (36%),0 (~0%),2,10,16,14,off,flatten,1,1
17min 56sec,9371 (0.04ms),415260 (35%),581307 (24%),78 (1%),2498 (36%),0 (~0%),2,7,16,14,off,flatten,1,1
17min 56sec,9179 (0.039ms),415428 (35%),581949 (24%),78 (1%),2498 (36%),0 (~0%),2,10,16,5,off,flatten,1,1
18min 15sec,9371 (0.04ms),415260 (35%),581307 (24%),78 (1%),2498 (36%),0 (~0%),2,7,16,5,off,flatten,1,1
18min 15sec,9627 (0.041ms),415122 (35%),580923 (24%),78 (1%),2498 (36%),0 (~0%),2,5,16,5,off,flatten,1,1
18min 58sec,11372 (0.049ms),415568 (35%),583143 (24%),78 (1%),2496 (36%),0 (~0%),15,14,16,5,off,flatten,1,1
19min 32sec,10814 (0.046ms),415579 (35%),583151 (24%),78 (1%),2496 (36%),0 (~0%),12,14,16,5,off,flatten,1,1
18min 24sec,10443 (0.045ms),415584 (35%),583137 (24%),78 (1%),2496 (36%),0 (~0%),10,14,16,5,off,flatten,1,1
19min 06sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,5,off,flatten,1,1
60min 00sec,,,,,,,2,14,20,5,off,flatten,1,1
10min 29sec,9435 (0.04ms),278891 (23%),381513 (16%),44 (1%),1558 (22%),0 (~0%),2,14,10,5,off,flatten,1,1
09min 12sec,10011 (0.043ms),233078 (19%),308020 (13%),78 (1%),1250 (18%),0 (~0%),2,14,8,5,off,flatten,1,1
18min 28sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,7,off,flatten,1,1
03min 10sec,461231 (1.845ms),9031 (~0%),7483 (~0%),78 (1%),22 (~0%),4 (~0%),1,1,1,1,off,off,1,1
04min 31sec,687093 (2.748ms),9618 (~0%),7892 (~0%),102 (2%),22 (~0%),2 (~0%),15,1,1,1,off,off,1,1
03min 03sec,915264 (3.661ms),9620 (~0%),7898 (~0%),78 (1%),22 (~0%),8 (~0%),30,1,1,1,off,off,1,1
04min 26sec,457874 (1.831ms),24350 (2%),28097 (1%),98 (2%),74 (1%),2 (~0%),1,5,1,1,off,off,1,1
03min 47sec,457634 (1.831ms),25068 (2%),29386 (1%),106 (2%),90 (1%),2 (~0%),1,7,1,1,off,off,1,1
03min 50sec,475631 (2.123ms),9013 (~0%),7462 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,8,1,off,off,1,1
03min 57sec,149233 (0.597ms),37195 (3%),41539 (1%),134 (3%),184 (2%),0 (~0%),1,1,1,14,off,off,1,1
03min 17sec,550293 (2.201ms),9622 (~0%),7866 (~0%),90 (2%),23 (~0%),2 (~0%),6,1,1,1,off,off,1,1
04min 30sec,611084 (2.444ms),9627 (~0%),7880 (~0%),90 (2%),22 (~0%),2 (~0%),10,1,1,1,off,off,1,1
03min 39sec,641487 (2.566ms),9624 (~0%),7878 (~0%),90 (2%),22 (~0%),2 (~0%),12,1,1,1,off,off,1,1
03min 12sec,457454 (1.83ms),26180 (2%),31317 (1%),98 (2%),114 (1%),2 (~0%),1,10,1,1,off,off,1,1
04min 33sec,475631 (2.123ms),11237 (~0%),7861 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,4,1,off,off,1,1
03min 49sec,158833 (0.635ms),32822 (2%),36608 (1%),138 (3%),140 (2%),0 (~0%),1,1,1,10,off,off,1,1
04min 49sec,35347 (0.151ms),39035 (3%),46217 (1%),218 (5%),162 (2%),0 (~0%),1,1,1,1,off,flatten,1,1
03min 43sec,489564 (1.958ms),9595 (~0%),7858 (~0%),90 (2%),24 (~0%),2 (~0%),2,1,1,1,off,off,1,1
05min 00sec,504718 (2.019ms),9632 (~0%),7858 (~0%),90 (2%),24 (~0%),2 (~0%),3,1,1,1,off,off,1,1
04min 26sec,459131 (1.837ms),8960 (~0%),7545 (~0%),78 (1%),22 (~0%),4 (~0%),1,2,1,1,off,off,1,1
03min 07sec,457334 (1.829ms),27621 (2%),33905 (1%),106 (2%),146 (2%),2 (~0%),1,14,1,1,off,off,1,1
03min 49sec,349532 (1.398ms),9240 (~0%),8175 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,5,1,off,off,1,1
03min 13sec,475631 (2.123ms),9219 (~0%),7527 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,16,1,off,off,1,1
05min 22sec,176046 (0.704ms),30632 (2%),35048 (1%),156 (3%),107 (1%),0 (~0%),1,1,1,7,off,off,1,1
04min 09sec,519915 (2.08ms),9586 (~0%),7864 (~0%),90 (2%),24 (~0%),2 (~0%),4,1,1,1,off,off,1,1
03min 21sec,2136848 (8.547ms),30405 (2%),55594 (2%),78 (1%),564 (8%),2 (~0%),1,70,1,1,off,off,1,1
03min 03sec,347532 (1.39ms),8968 (~0%),7134 (~0%),24 (~0%),23 (~0%),6 (~0%),1,1,10,1,off,off,1,1
04min 26sec,195248 (0.781ms),28488 (2%),32658 (1%),120 (2%),85 (1%),5 (~0%),1,1,1,5,off,off,1,1
03min 46sec,535101 (2.14ms),9612 (~0%),7862 (~0%),90 (2%),23 (~0%),2 (~0%),5,1,1,1,off,off,1,1
03min 11sec,466032 (1.864ms),8666 (~0%),6821 (~0%),32 (~0%),22 (~0%),8 (~0%),1,1,20,1,off,off,1,1
03min 34sec,35347 (0.151ms),39035 (3%),46217 (1%),218 (5%),162 (2%),0 (~0%),1,1,1,70,off,off,1,1
05min 23sec,18339 (0.073ms),179724 (15%),159803 (6%),1966 (45%),663 (9%),2 (~0%),60,1,1,1,off,off,1,1
